 Data from HASI_L4_ATMO_PROFILE_DESCEN.TAB
 Huygens Atmospheric Structure Instrument (HASI)
 Extended below 3 m assuming a constant temperature lapse rate
 and an ideal gas, based on the two lowest-altitude measured points.
 Columns are altitude, pressure, temperature, density.

 1827

  z[m]        p[Pa]  T[K]      rho[kg/m^3]
   41781.0  12986.0   70.4260  0.6189600
   41721.0  13037.0   70.4570  0.6214700
   41660.0  13088.0   70.4252  0.6238500
   41600.0  13137.0   70.4304  0.6259000
   41540.0  13187.0   70.4306  0.6283800
   41480.0  13238.0   70.4552  0.6310100
   41420.0  13288.0   70.4631  0.6333400
   41360.0  13338.0   70.4474  0.6356300
   41300.0  13387.0   70.4401  0.6380100
   41240.0  13437.0   70.4133  0.6406000
   41180.0  13488.0   70.3951  0.6431400
   41120.0  13541.0   70.3726  0.6457000
   41061.0  13592.0   70.3730  0.6482200
   40934.0  13702.0   70.3928  0.6538300
   40874.0  13753.0   70.3896  0.6562800
   40815.0  13803.0   70.3905  0.6586400
   40756.0  13857.0   70.4188  0.6611700
   40698.0  13908.0   70.4302  0.6635900
   40639.0  13962.0   70.4409  0.6659100
   40580.0  14014.0   70.4758  0.6682000
   40522.0  14065.0   70.4943  0.6704800
   40463.0  14116.0   70.4844  0.6729100
   40405.0  14170.0   70.4675  0.6752800
   40347.0  14221.0   70.4889  0.6776600
   40289.0  14273.0   70.5007  0.6802600
   40231.0  14324.0   70.4910  0.6828500
   40173.0  14378.0   70.5051  0.6851900
   40115.0  14429.0   70.5080  0.6876300
   40057.0  14483.0   70.5089  0.6902200
   40000.0  14533.0   70.4963  0.6926900
   39942.0  14586.0   70.5021  0.6951800
   39885.0  14639.0   70.5202  0.6978700
   39828.0  14694.0   70.5137  0.7003800
   39771.0  14746.0   70.5409  0.7026300
   39714.0  14799.0   70.5677  0.7051600
   39657.0  14853.0   70.6282  0.7078100
   39600.0  14907.0   70.6335  0.7099900
   39544.0  14959.0   70.6504  0.7120600
   39487.0  15015.0   70.6374  0.7143600
   39431.0  15068.0   70.6180  0.7167400
   39305.0  15182.0   70.5953  0.7229300
   39249.0  15237.0   70.5859  0.7256400
   39194.0  15292.0   70.5834  0.7281500
   39138.0  15346.0   70.6102  0.7307000
   39083.0  15400.0   70.6292  0.7333600
   39027.0  15456.0   70.5813  0.7360100
   38972.0  15510.0   70.5465  0.7382500
   38917.0  15564.0   70.5357  0.7408900
   38862.0  15618.0   70.5313  0.7440400
   38807.0  15675.0   70.5068  0.7469400
   38751.0  15728.0   70.5293  0.7496100
   38696.0  15785.0   70.5506  0.7524200
   38641.0  15841.0   70.5563  0.7552800
   38586.0  15894.0   70.5527  0.7574900
   38531.0  15950.0   70.5648  0.7601700
   38476.0  16003.0   70.5734  0.7628800
   38421.0  16059.0   70.5561  0.7654700
   38366.0  16116.0   70.5445  0.7680800
   38249.0  16236.0   70.5634  0.7739400
   38194.0  16293.0   70.6043  0.7766800
   38140.0  16348.0   70.6255  0.7792400
   38085.0  16403.0   70.6310  0.7817900
   38031.0  16461.0   70.6524  0.7842200
   37977.0  16516.0   70.6665  0.7867000
   37923.0  16572.0   70.6567  0.7891900
   37869.0  16630.0   70.6096  0.7918300
   37815.0  16687.0   70.5710  0.7944600
   37761.0  16743.0   70.5661  0.7973600
   37707.0  16800.0   70.5795  0.8007600
   37654.0  16856.0   70.6208  0.8037800
   37600.0  16916.0   70.6643  0.8064900
   37547.0  16971.0   70.6873  0.8089000
   37494.0  17031.0   70.7046  0.8111500
   37441.0  17088.0   70.7204  0.8135800
   37388.0  17144.0   70.7190  0.8158900
   37335.0  17199.0   70.7141  0.8186100
   37282.0  17260.0   70.7170  0.8214300
   37229.0  17319.0   70.7253  0.8241300
   37176.0  17375.0   70.7195  0.8267400
   37123.0  17434.0   70.7181  0.8295900
   37071.0  17491.0   70.7324  0.8324400
   37018.0  17550.0   70.7450  0.8352200
   36966.0  17610.0   70.7915  0.8380000
   36913.0  17665.0   70.7778  0.8405400
   36861.0  17725.0   70.8045  0.8431900
   36748.0  17848.0   70.8318  0.8489000
   36696.0  17909.0   70.8182  0.8515400
   36645.0  17968.0   70.7974  0.8540700
   36593.0  18026.0   70.7945  0.8567800
   36542.0  18083.0   70.7962  0.8597800
   36490.0  18142.0   70.7999  0.8629400
   36439.0  18201.0   70.8263  0.8659100
   36388.0  18261.0   70.8682  0.8685300
   36337.0  18321.0   70.8977  0.8711800
   36286.0  18378.0   70.8940  0.8736900
   36234.0  18438.0   70.8849  0.8760900
   36183.0  18502.0   70.8749  0.8787800
   36132.0  18562.0   70.8206  0.8815700
   36081.0  18621.0   70.8069  0.8844100
   36030.0  18682.0   70.8205  0.8876800
   35979.0  18738.0   70.8533  0.8913500
   35928.0  18800.0   70.8726  0.8942900
   35878.0  18859.0   70.8825  0.8971300
   35771.0  18986.0   70.8993  0.9025000
   35720.0  19046.0   70.9112  0.9053100
   35670.0  19106.0   70.9262  0.9081000
   35619.0  19166.0   70.9551  0.9109500
   35569.0  19229.0   70.9822  0.9137000
   35518.0  19290.0   71.0121  0.9163300
   35468.0  19351.0   71.0411  0.9188000
   35418.0  19412.0   71.0694  0.9214800
   35368.0  19474.0   71.0948  0.9240700
   35318.0  19536.0   71.1304  0.9266300
   35268.0  19595.0   71.1361  0.9292000
   35218.0  19657.0   71.1131  0.9317900
   35169.0  19719.0   71.1041  0.9344500
   35119.0  19782.0   71.0968  0.9373100
   35070.0  19842.0   71.1158  0.9389600
   35020.0  19902.0   71.1046  0.9371100
   34971.0  19962.0   71.1253  0.9402300
   34922.0  20023.0   71.1559  0.9430300
   34872.0  20087.0   71.1526  0.9460100
   34823.0  20148.0   71.1804  0.9485700
   34774.0  20212.0   71.1853  0.9510800
   34725.0  20271.0   71.1564  0.9540600
   34676.0  20335.0   71.1396  0.9567000
   34627.0  20397.0   71.1562  0.9599600
   34579.0  20457.0   71.1664  0.9630200
   34530.0  20519.0   71.1805  0.9663100
   34481.0  20585.0   71.2174  0.9692500
   34376.0  20717.0   71.1502  0.9749700
   34328.0  20780.0   71.1621  0.9780700
   34279.0  20844.0   71.1779  0.9814900
   34231.0  20908.0   71.2219  0.9846800
   34183.0  20969.0   71.2320  0.9874700
   34135.0  21034.0   71.2671  0.9902000
   34087.0  21098.0   71.3058  0.9927400
   34039.0  21160.0   71.3015  0.9953800
   33991.0  21222.0   71.2644  0.9978600
   33943.0  21287.0   71.2562  1.0007000
   33895.0  21350.0   71.2875  1.0040000
   33848.0  21415.0   71.3007  1.0072000
   33800.0  21475.0   71.3023  1.0104000
   33753.0  21545.0   71.3289  1.0129000
   33705.0  21608.0   71.3813  1.0160000
   33658.0  21675.0   71.4156  1.0185000
   33611.0  21739.0   71.4078  1.0213000
   33564.0  21806.0   71.3945  1.0234000
   33461.0  21941.0   71.3913  1.0301000
   33414.0  22006.0   71.3999  1.0335000
   33367.0  22075.0   71.4076  1.0366000
   33320.0  22137.0   71.4052  1.0396000
   33273.0  22202.0   71.4109  1.0424000
   33226.0  22268.0   71.4206  1.0458000
   33180.0  22334.0   71.4396  1.0487000
   33133.0  22397.0   71.4309  1.0517000
   33086.0  22464.0   71.4633  1.0547000
   33040.0  22527.0   71.4921  1.0577000
   32993.0  22594.0   71.5060  1.0607000
   32946.0  22661.0   71.5066  1.0635000
   32900.0  22722.0   71.4992  1.0660000
   32853.0  22790.0   71.4961  1.0690000
   32806.0  22858.0   71.5017  1.0726000
   32760.0  22926.0   71.5080  1.0755000
   32714.0  22988.0   71.5096  1.0786000
   32667.0  23056.0   71.5159  1.0818000
   32621.0  23125.0   71.5380  1.0852000
   32575.0  23188.0   71.5901  1.0880000
   32530.0  23254.0   71.6132  1.0909000
   32484.0  23320.0   71.6520  1.0940000
   32439.0  23387.0   71.6701  1.0961000
   32393.0  23457.0   71.6774  1.0988000
   32348.0  23524.0   71.6867  1.1014000
   32303.0  23591.0   71.6926  1.1040000
   32258.0  23659.0   71.6927  1.1072000
   32161.0  23802.0   71.7020  1.1139000
   32116.0  23870.0   71.7194  1.1171000
   32071.0  23935.0   71.7570  1.1202000
   32026.0  24004.0   71.7740  1.1233000
   31981.0  24069.0   71.7821  1.1263000
   31935.0  24138.0   71.7749  1.1288000
   31890.0  24204.0   71.8043  1.1319000
   31845.0  24270.0   71.8186  1.1349000
   31801.0  24341.0   71.8402  1.1382000
   31756.0  24407.0   71.8563  1.1410000
   31711.0  24474.0   71.8659  1.1438000
   31666.0  24541.0   71.8868  1.1468000
   31621.0  24612.0   71.9129  1.1499000
   31577.0  24680.0   71.9264  1.1528000
   31532.0  24748.0   71.9524  1.1555000
   31488.0  24816.0   71.9597  1.1585000
   31443.0  24884.0   71.9667  1.1616000
   31399.0  24952.0   71.9635  1.1644000
   31304.0  25098.0   71.9786  1.1711000
   31260.0  25171.0   71.9982  1.1745000
   31215.0  25241.0   72.0219  1.1775000
   31171.0  25307.0   72.0426  1.1805000
   31127.0  25377.0   72.0673  1.1836000
   31083.0  25443.0   72.0842  1.1868000
   31039.0  25514.0   72.0885  1.1895000
   30995.0  25585.0   72.1039  1.1925000
   30952.0  25652.0   72.1131  1.1953000
   30908.0  25723.0   72.0848  1.1984000
   30864.0  25791.0   72.0980  1.2018000
   30820.0  25863.0   72.0912  1.2048000
   30776.0  25931.0   72.0959  1.2089000
   30732.0  25999.0   72.0810  1.2118000
   30688.0  26072.0   72.0839  1.2155000
   30645.0  26141.0   72.0917  1.2188000
   30601.0  26214.0   72.1032  1.2222000
   30558.0  26287.0   72.1353  1.2256000
   30514.0  26353.0   72.1517  1.2287000
   30471.0  26427.0   72.1474  1.2317000
   30428.0  26497.0   72.1808  1.2350000
   30386.0  26563.0   72.1907  1.2375000
   30343.0  26638.0   72.2027  1.2410000
   30300.0  26709.0   72.2157  1.2441000
   30257.0  26784.0   72.2416  1.2468000
   30215.0  26856.0   72.2655  1.2501000
   30172.0  26927.0   72.2756  1.2529000
   30081.0  27076.0   72.2722  1.2595000
   30038.0  27148.0   72.2879  1.2630000
   29995.0  27221.0   72.3120  1.2663000
   29953.0  27290.0   72.3363  1.2696000
   29910.0  27363.0   72.3561  1.2728000
   29868.0  27432.0   72.3720  1.2759000
   29825.0  27506.0   72.4078  1.2786000
   29783.0  27575.0   72.4274  1.2818000
   29741.0  27650.0   72.4322  1.2846000
   29698.0  27724.0   72.4488  1.2876000
   29656.0  27799.0   72.4846  1.2905000
   29614.0  27870.0   72.5258  1.2937000
   29572.0  27945.0   72.5525  1.2967000
   29530.0  28016.0   72.5756  1.2998000
   29488.0  28088.0   72.6022  1.3021000
   29446.0  28159.0   72.6115  1.3053000
   29405.0  28231.0   72.6198  1.3082000
   29363.0  28303.0   72.6413  1.3111000
   29273.0  28462.0   72.6696  1.3181000
   29231.0  28535.0   72.6832  1.3211000
   29190.0  28604.0   72.6817  1.3243000
   29148.0  28682.0   72.6922  1.3276000
   29106.0  28751.0   72.7018  1.3312000
   29064.0  28825.0   72.7266  1.3342000
   29023.0  28899.0   72.7475  1.3378000
   28981.0  28974.0   72.7495  1.3409000
   28940.0  29049.0   72.7322  1.3438000
   28898.0  29124.0   72.6938  1.3470000
   28857.0  29199.0   72.7055  1.3505000
   28816.0  29275.0   72.7285  1.3544000
   28774.0  29346.0   72.7492  1.3586000
   28733.0  29422.0   72.7709  1.3620000
   28692.0  29494.0   72.7894  1.3652000
   28651.0  29570.0   72.8136  1.3680000
   28610.0  29647.0   72.8533  1.3714000
   28569.0  29720.0   72.8926  1.3742000
   28528.0  29792.0   72.8968  1.3771000
   28487.0  29870.0   72.8880  1.3802000
   28446.0  29943.0   72.9002  1.3829000
   28406.0  30022.0   72.9339  1.3861000
   28365.0  30095.0   72.9842  1.3900000
   28324.0  30174.0   73.0007  1.3930000
   28284.0  30248.0   73.0035  1.3960000
   28243.0  30323.0   72.9954  1.3983000
   28203.0  30393.0   73.0152  1.4018000
   28116.0  30558.0   73.0485  1.4097000
   28076.0  30633.0   73.0817  1.4125000
   28036.0  30709.0   73.0861  1.4157000
   27995.0  30790.0   73.0990  1.4190000
   27955.0  30867.0   73.1237  1.4220000
   27915.0  30938.0   73.1252  1.4251000
   27875.0  31010.0   73.1320  1.4286000
   27835.0  31087.0   73.1571  1.4321000
   27794.0  31164.0   73.1832  1.4358000
   27754.0  31242.0   73.1885  1.4388000
   27714.0  31320.0   73.2104  1.4418000
   27674.0  31388.0   73.2434  1.4449000
   27635.0  31471.0   73.2498  1.4483000
   27595.0  31545.0   73.2585  1.4519000
   27555.0  31624.0   73.2662  1.4542000
   27515.0  31698.0   73.2937  1.4581000
   27475.0  31772.0   73.3239  1.4613000
   27436.0  31852.0   73.3390  1.4649000
   27349.0  32012.0   73.3744  1.4714000
   27309.0  32087.0   73.3705  1.4749000
   27270.0  32168.0   73.3681  1.4781000
   27231.0  32250.0   73.3890  1.4814000
   27192.0  32326.0   73.4151  1.4848000
   27153.0  32402.0   73.4175  1.4883000
   27114.0  32484.0   73.4101  1.4917000
   27075.0  32561.0   73.4242  1.4949000
   27036.0  32638.0   73.4344  1.4983000
   26997.0  32721.0   73.4431  1.5023000
   26958.0  32799.0   73.4664  1.5056000
   26919.0  32876.0   73.5021  1.5089000
   26880.0  32955.0   73.5342  1.5125000
   26841.0  33033.0   73.5555  1.5157000
   26802.0  33112.0   73.5624  1.5185000
   26762.0  33191.0   73.5913  1.5216000
   26723.0  33270.0   73.6053  1.5249000
   26685.0  33350.0   73.6155  1.5282000
   26646.0  33435.0   73.6384  1.5313000
   26607.0  33515.0   73.6688  1.5347000
   26568.0  33590.0   73.6893  1.5378000
   26530.0  33671.0   73.7006  1.5412000
   26491.0  33752.0   73.7097  1.5446000
   26453.0  33833.0   73.7140  1.5475000
   26414.0  33908.0   73.6969  1.5510000
   26376.0  33996.0   73.6886  1.5545000
   26338.0  34072.0   73.7414  1.5584000
   26255.0  34237.0   73.8053  1.5668000
   26198.0  34352.0   73.8338  1.5708000
   26121.0  34516.0   73.8829  1.5769000
   26045.0  34679.0   73.9133  1.5832000
   25968.0  34842.0   73.9158  1.5899000
   25930.0  34924.0   73.9256  1.5934000
   25854.0  35087.0   73.9556  1.6009000
   25779.0  35249.0   73.9925  1.6078000
   25703.0  35411.0   74.0274  1.6146000
   25627.0  35572.0   74.0629  1.6214000
   25525.0  35791.0   74.1271  1.6305000
   25487.0  35872.0   74.1495  1.6338000
   25450.0  35952.0   74.1831  1.6370000
   25413.0  36032.0   74.2126  1.6402000
   25376.0  36112.0   74.2380  1.6432000
   25339.0  36204.0   74.2490  1.6462000
   25302.0  36284.0   74.2494  1.6492000
   25265.0  36364.0   74.2757  1.6519000
   25228.0  36444.0   74.2997  1.6560000
   25191.0  36524.0   74.3186  1.6598000
   25154.0  36603.0   74.3258  1.6630000
   25117.0  36694.0   74.3410  1.6662000
   25079.0  36774.0   74.3678  1.6697000
   25042.0  36853.0   74.3895  1.6729000
   25005.0  36932.0   74.4162  1.6768000
   24968.0  37012.0   74.4559  1.6800000
   24931.0  37102.0   74.4813  1.6833000
   24893.0  37181.0   74.5024  1.6862000
   24856.0  37271.0   74.5310  1.6888000
   24820.0  37350.0   74.5561  1.6923000
   24783.0  37429.0   74.5824  1.6953000
   24746.0  37519.0   74.5997  1.6989000
   24709.0  37598.0   74.6275  1.7020000
   24672.0  37676.0   74.6525  1.7049000
   24636.0  37766.0   74.6750  1.7087000
   24599.0  37855.0   74.7044  1.7117000
   24563.0  37934.0   74.7166  1.7144000
   24484.0  38112.0   74.7350  1.7220000
   24447.0  38201.0   74.7644  1.7255000
   24411.0  38279.0   74.7813  1.7289000
   24374.0  38368.0   74.7991  1.7325000
   24338.0  38446.0   74.8105  1.7361000
   24301.0  38535.0   74.8172  1.7393000
   24265.0  38624.0   74.8420  1.7430000
   24229.0  38712.0   74.8799  1.7462000
   24192.0  38790.0   74.8985  1.7498000
   24156.0  38878.0   74.9117  1.7531000
   24120.0  38966.0   74.9474  1.7566000
   24083.0  39054.0   74.9575  1.7596000
   24047.0  39142.0   74.9528  1.7630000
   24011.0  39219.0   74.9838  1.7661000
   23975.0  39307.0   75.0107  1.7699000
   23939.0  39395.0   75.0381  1.7744000
   23903.0  39482.0   75.0520  1.7769000
   23866.0  39559.0   75.0718  1.7802000
   23787.0  39744.0   75.1145  1.7882000
   23752.0  39831.0   75.1187  1.7911000
   23716.0  39919.0   75.1303  1.7945000
   23681.0  39995.0   75.1509  1.7979000
   23645.0  40082.0   75.1753  1.8018000
   23610.0  40168.0   75.2045  1.8057000
   23574.0  40255.0   75.2273  1.8086000
   23539.0  40342.0   75.2512  1.8117000
   23504.0  40428.0   75.2799  1.8149000
   23468.0  40504.0   75.2927  1.8183000
   23432.0  40590.0   75.2979  1.8217000
   23397.0  40676.0   75.2892  1.8253000
   23361.0  40773.0   75.2978  1.8288000
   23325.0  40859.0   75.3005  1.8326000
   23290.0  40945.0   75.2942  1.8363000
   23254.0  41031.0   75.3029  1.8406000
   23219.0  41117.0   75.3061  1.8447000
   23183.0  41202.0   75.2942  1.8489000
   23148.0  41298.0   75.3074  1.8527000
   23113.0  41373.0   75.3026  1.8566000
   23077.0  41469.0   75.3221  1.8607000
   23042.0  41554.0   75.3514  1.8650000
   23007.0  41639.0   75.3572  1.8683000
   22972.0  41724.0   75.3766  1.8721000
   22937.0  41820.0   75.4063  1.8755000
   22902.0  41904.0   75.4409  1.8791000
   22867.0  41989.0   75.4711  1.8822000
   22793.0  42179.0   75.5086  1.8891000
   22758.0  42263.0   75.5291  1.8923000
   22723.0  42358.0   75.5519  1.8960000
   22688.0  42442.0   75.5855  1.8995000
   22653.0  42526.0   75.6088  1.9027000
   22618.0  42621.0   75.6321  1.9064000
   22584.0  42705.0   75.6614  1.9094000
   22549.0  42788.0   75.6785  1.9126000
   22514.0  42882.0   75.7054  1.9163000
   22479.0  42976.0   75.7430  1.9195000
   22444.0  43060.0   75.7743  1.9226000
   22410.0  43143.0   75.7995  1.9259000
   22375.0  43226.0   75.8282  1.9294000
   22340.0  43320.0   75.8570  1.9326000
   22305.0  43413.0   75.8479  1.9357000
   22271.0  43506.0   75.8622  1.9386000
   22236.0  43599.0   75.8859  1.9424000
   22201.0  43682.0   75.8953  1.9465000
   22126.0  43878.0   75.9274  1.9547000
   22092.0  43971.0   75.9647  1.9582000
   22058.0  44063.0   75.9906  1.9617000
   22024.0  44145.0   76.0188  1.9650000
   21990.0  44238.0   76.0446  1.9683000
   21956.0  44330.0   76.0703  1.9718000
   21922.0  44422.0   76.0973  1.9747000
   21888.0  44514.0   76.1250  1.9780000
   21854.0  44595.0   76.1496  1.9813000
   21820.0  44687.0   76.1637  1.9847000
   21786.0  44779.0   76.1885  1.9883000
   21752.0  44870.0   76.2092  1.9915000
   21717.0  44962.0   76.2279  1.9951000
   21683.0  45053.0   76.2508  1.9986000
   21649.0  45144.0   76.2780  2.0021000
   21615.0  45225.0   76.2999  2.0056000
   21581.0  45316.0   76.3198  2.0092000
   21547.0  45417.0   76.3467  2.0127000
   21513.0  45507.0   76.3709  2.0157000
   21479.0  45598.0   76.3989  2.0190000
   21446.0  45688.0   76.4290  2.0226000
   21412.0  45779.0   76.4363  2.0260000
   21378.0  45869.0   76.4568  2.0293000
   21344.0  45959.0   76.4955  2.0329000
   21311.0  46049.0   76.5173  2.0365000
   21277.0  46149.0   76.5179  2.0399000
   21244.0  46238.0   76.5234  2.0428000
   21172.0  46437.0   76.5396  2.0514000
   21138.0  46527.0   76.5430  2.0554000
   21105.0  46616.0   76.5555  2.0594000
   21071.0  46705.0   76.5714  2.0635000
   21038.0  46804.0   76.5904  2.0675000
   21005.0  46893.0   76.6010  2.0710000
   20971.0  46982.0   76.6035  2.0746000
   20938.0  47080.0   76.6294  2.0786000
   20905.0  47178.0   76.6384  2.0824000
   20871.0  47267.0   76.6618  2.0859000
   20838.0  47365.0   76.6813  2.0897000
   20805.0  47453.0   76.6945  2.0936000
   20771.0  47551.0   76.6990  2.0971000
   20738.0  47639.0   76.7089  2.1010000
   20705.0  47727.0   76.7322  2.1047000
   20671.0  47824.0   76.7703  2.1091000
   20638.0  47912.0   76.7996  2.1127000
   20605.0  48009.0   76.8093  2.1158000
   20532.0  48203.0   76.8643  2.1233000
   20499.0  48300.0   76.8844  2.1269000
   20467.0  48396.0   76.9254  2.1301000
   20434.0  48483.0   76.9388  2.1335000
   20401.0  48579.0   76.9589  2.1369000
   20369.0  48666.0   76.9929  2.1403000
   20336.0  48762.0   77.0155  2.1439000
   20304.0  48858.0   77.0311  2.1472000
   20271.0  48954.0   77.0533  2.1503000
   20238.0  49050.0   77.0806  2.1539000
   20206.0  49145.0   77.0940  2.1575000
   20173.0  49241.0   77.1147  2.1611000
   20140.0  49326.0   77.1357  2.1647000
   20107.0  49422.0   77.1378  2.1686000
   20074.0  49526.0   77.1505  2.1724000
   20042.0  49621.0   77.1596  2.1758000
   20009.0  49716.0   77.1754  2.1798000
   19976.0  49811.0   77.1846  2.1840000
   19944.0  49905.0   77.1881  2.1879000
   19911.0  49999.0   77.2030  2.1919000
   19879.0  50094.0   77.2242  2.1959000
   19846.0  50197.0   77.2402  2.1999000
   19814.0  50291.0   77.2640  2.2034000
   19782.0  50385.0   77.2821  2.2070000
   19749.0  50479.0   77.2999  2.2110000
   19717.0  50572.0   77.3332  2.2146000
   19685.0  50666.0   77.3413  2.2182000
   19616.0  50871.0   77.3622  2.2258000
   19584.0  50964.0   77.3868  2.2298000
   19551.0  51057.0   77.4094  2.2339000
   19519.0  51159.0   77.4169  2.2376000
   19487.0  51252.0   77.4244  2.2410000
   19455.0  51353.0   77.4432  2.2448000
   19423.0  51446.0   77.4484  2.2489000
   19391.0  51538.0   77.4637  2.2528000
   19359.0  51630.0   77.4706  2.2569000
   19327.0  51722.0   77.5168  2.2610000
   19295.0  51823.0   77.5243  2.2649000
   19263.0  51924.0   77.5317  2.2680000
   19231.0  52016.0   77.5379  2.2714000
   19199.0  52116.0   77.5593  2.2758000
   19167.0  52207.0   77.5880  2.2799000
   19135.0  52308.0   77.6106  2.2838000
   19103.0  52408.0   77.6394  2.2872000
   19071.0  52499.0   77.6731  2.2905000
   19001.0  52708.0   77.7374  2.2980000
   18969.0  52807.0   77.7550  2.3012000
   18938.0  52907.0   77.7442  2.3044000
   18907.0  53006.0   77.7500  2.3080000
   18875.0  53105.0   77.7593  2.3125000
   18844.0  53204.0   77.7918  2.3168000
   18813.0  53303.0   77.8130  2.3208000
   18781.0  53410.0   77.8435  2.3244000
   18750.0  53509.0   77.8700  2.3276000
   18719.0  53598.0   77.8921  2.3311000
   18687.0  53697.0   77.9192  2.3350000
   18655.0  53804.0   77.9458  2.3386000
   18624.0  53893.0   77.9618  2.3417000
   18592.0  53999.0   77.9802  2.3454000
   18561.0  54097.0   78.0052  2.3491000
   18529.0  54194.0   78.0311  2.3527000
   18498.0  54292.0   78.0450  2.3565000
   18466.0  54389.0   78.0603  2.3601000
   18435.0  54486.0   78.0772  2.3638000
   18404.0  54583.0   78.1003  2.3677000
   18372.0  54688.0   78.1368  2.3716000
   18341.0  54785.0   78.1686  2.3750000
   18310.0  54882.0   78.1824  2.3782000
   18279.0  54987.0   78.1991  2.3817000
   18248.0  55083.0   78.2153  2.3851000
   18217.0  55187.0   78.2466  2.3890000
   18186.0  55292.0   78.2638  2.3928000
   18119.0  55501.0   78.3134  2.4005000
   18088.0  55605.0   78.3582  2.4042000
   18057.0  55700.0   78.3714  2.4076000
   18026.0  55795.0   78.3944  2.4110000
   17995.0  55899.0   78.4117  2.4146000
   17964.0  56002.0   78.4215  2.4182000
   17933.0  56105.0   78.4352  2.4218000
   17902.0  56200.0   78.4541  2.4258000
   17871.0  56303.0   78.4757  2.4300000
   17840.0  56406.0   78.4956  2.4339000
   17809.0  56508.0   78.5092  2.4375000
   17778.0  56602.0   78.5438  2.4412000
   17748.0  56704.0   78.5560  2.4451000
   17717.0  56806.0   78.5746  2.4488000
   17686.0  56917.0   78.6012  2.4522000
   17655.0  57019.0   78.6262  2.4559000
   17624.0  57120.0   78.6507  2.4595000
   17594.0  57213.0   78.6731  2.4633000
   17526.0  57433.0   78.7245  2.4713000
   17496.0  57534.0   78.7492  2.4747000
   17466.0  57634.0   78.7575  2.4782000
   17435.0  57735.0   78.7785  2.4820000
   17405.0  57836.0   78.7978  2.4858000
   17375.0  57936.0   78.8129  2.4896000
   17345.0  58044.0   78.8276  2.4933000
   17314.0  58144.0   78.8421  2.4971000
   17284.0  58244.0   78.8667  2.5009000
   17254.0  58344.0   78.8924  2.5050000
   17223.0  58443.0   78.9096  2.5089000
   17193.0  58551.0   78.9333  2.5124000
   17162.0  58650.0   78.9550  2.5160000
   17132.0  58758.0   78.9630  2.5197000
   17102.0  58857.0   78.9833  2.5234000
   17071.0  58955.0   78.9882  2.5274000
   17041.0  59062.0   78.9925  2.5316000
   17010.0  59160.0   79.0070  2.5357000
   16980.0  59267.0   79.0125  2.5400000
   16950.0  59373.0   79.0358  2.5442000
   16920.0  59471.0   79.0606  2.5481000
   16890.0  59577.0   79.0764  2.5522000
   16860.0  59674.0   79.0958  2.5558000
   16830.0  59780.0   79.1164  2.5596000
   16800.0  59885.0   79.1374  2.5635000
   16770.0  59990.0   79.1641  2.5670000
   16740.0  60095.0   79.1898  2.5707000
   16675.0  60321.0   79.2233  2.5785000
   16645.0  60417.0   79.2436  2.5824000
   16615.0  60522.0   79.2759  2.5866000
   16585.0  60626.0   79.2971  2.5904000
   16555.0  60738.0   79.3160  2.5938000
   16525.0  60841.0   79.3415  2.5972000
   16495.0  60945.0   79.3774  2.6009000
   16465.0  61049.0   79.3980  2.6048000
   16435.0  61160.0   79.4094  2.6082000
   16405.0  61263.0   79.4254  2.6116000
   16375.0  61374.0   79.4476  2.6156000
   16346.0  61468.0   79.4666  2.6196000
   16316.0  61579.0   79.4751  2.6235000
   16286.0  61689.0   79.4958  2.6276000
   16256.0  61799.0   79.5217  2.6312000
   16227.0  61901.0   79.5486  2.6351000
   16197.0  62003.0   79.5671  2.6390000
   16167.0  62112.0   79.5910  2.6429000
   16103.0  62330.0   79.6177  2.6508000
   16074.0  62439.0   79.6403  2.6547000
   16044.0  62548.0   79.6655  2.6587000
   16015.0  62648.0   79.6747  2.6624000
   15986.0  62757.0   79.6777  2.6661000
   15956.0  62857.0   79.6876  2.6703000
   15927.0  62965.0   79.7096  2.6744000
   15898.0  63073.0   79.7180  2.6789000
   15868.0  63180.0   79.7382  2.6828000
   15839.0  63288.0   79.7441  2.6867000
   15810.0  63395.0   79.7637  2.6909000
   15780.0  63494.0   79.7748  2.6950000
   15751.0  63601.0   79.7993  2.6993000
   15722.0  63707.0   79.8244  2.7034000
   15692.0  63821.0   79.8438  2.7072000
   15663.0  63927.0   79.8672  2.7107000
   15634.0  64033.0   79.8947  2.7142000
   15605.0  64139.0   79.9194  2.7182000
   15575.0  64245.0   79.9203  2.7220000
   15546.0  64350.0   79.9681  2.7256000
   15517.0  64463.0   79.9869  2.7295000
   15488.0  64568.0   79.9999  2.7333000
   15459.0  64673.0   80.0215  2.7362000
   15430.0  64785.0   80.0395  2.7404000
   15400.0  64889.0   80.0490  2.7445000
   15371.0  64994.0   80.0607  2.7482000
   15342.0  65105.0   80.0825  2.7525000
   15279.0  65335.0   80.1327  2.7612000
   15250.0  65439.0   80.1579  2.7650000
   15221.0  65549.0   80.1753  2.7688000
   15191.0  65660.0   80.1831  2.7727000
   15162.0  65763.0   80.1892  2.7763000
   15133.0  65873.0   80.2190  2.7805000
   15104.0  65983.0   80.2349  2.7850000
   15075.0  66092.0   80.2608  2.7889000
   15046.0  66195.0   80.3085  2.7926000
   15017.0  66304.0   80.3235  2.7965000
   14988.0  66413.0   80.3450  2.7999000
   14959.0  66522.0   80.3772  2.8029000
