   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
  7260.0 1.636E-16 1.152E-14 1.428E-12 1.626E-11 8.070E-11 2.399E-10 5.253E-10
  7270.0 1.521E-16 1.460E-14 1.653E-12 1.815E-11 8.765E-11 2.562E-10 5.549E-10
  7280.0 1.409E-16 1.877E-14 1.920E-12 2.032E-11 9.525E-11 2.737E-10 5.860E-10
  7290.0 1.310E-16 2.444E-14 2.246E-12 2.286E-11 1.038E-10 2.927E-10 6.194E-10
  7300.0 1.217E-16 3.211E-14 2.655E-12 2.591E-11 1.137E-10 3.140E-10 6.560E-10
  7310.0 2.473E-18 4.141E-14 3.175E-12 2.892E-11 1.252E-10 3.385E-10 6.969E-10
  7320.0 1.624E-18 5.556E-14 3.842E-12 3.351E-11 1.391E-10 3.621E-10 7.435E-10
  7330.0 1.509E-18 7.481E-14 4.699E-12 3.917E-11 1.557E-10 3.957E-10 7.969E-10
  7340.0 1.403E-18 1.010E-13 5.798E-12 4.613E-11 1.758E-10 4.351E-10 8.584E-10
  7350.0 1.304E-18 1.367E-13 7.206E-12 5.469E-11 1.998E-10 4.812E-10 9.286E-10
  7360.0 1.212E-18 1.854E-13 9.005E-12 6.516E-11 2.283E-10 5.349E-10 1.009E-09
  7370.0 1.127E-18 2.522E-13 1.130E-11 7.790E-11 2.619E-10 5.968E-10 1.101E-09
  7380.0 1.047E-18 3.439E-13 1.421E-11 9.332E-11 3.014E-10 6.676E-10 1.203E-09
  7390.0 9.735E-19 4.698E-13 1.790E-11 1.118E-10 3.473E-10 7.477E-10 1.317E-09
  7400.0 1.426E-17 6.429E-13 2.255E-11 1.339E-10 3.998E-10 8.372E-10 1.443E-09
  7410.0 2.204E-17 8.804E-13 2.836E-11 1.599E-10 4.575E-10 9.356E-10 1.578E-09
  7420.0 3.407E-17 1.204E-12 3.551E-11 1.899E-10 5.236E-10 1.042E-09 1.716E-09
  7430.0 5.257E-17 1.639E-12 4.416E-11 2.239E-10 5.956E-10 1.155E-09 1.866E-09
  7440.0 8.086E-17 2.212E-12 5.433E-11 2.614E-10 6.718E-10 1.272E-09 2.019E-09
  7450.0 1.240E-16 2.938E-12 6.583E-11 3.013E-10 7.501E-10 1.389E-09 2.173E-09
  7460.0 1.897E-16 3.810E-12 7.816E-11 3.417E-10 8.273E-10 1.504E-09 2.321E-09
  7470.0 2.894E-16 4.771E-12 9.046E-11 3.803E-10 9.000E-10 1.613E-09 2.462E-09
  7480.0 4.409E-16 5.709E-12 1.016E-10 4.146E-10 9.649E-10 1.709E-09 2.592E-09
  7490.0 6.708E-16 6.476E-12 1.104E-10 4.425E-10 1.019E-09 1.795E-09 2.709E-09
  7500.0 1.019E-15 6.961E-12 1.164E-10 4.631E-10 1.064E-09 1.869E-09 2.815E-09
  7510.0 1.548E-15 7.101E-12 1.190E-10 4.758E-10 1.097E-09 1.927E-09 2.911E-09
  7520.0 2.352E-15 6.926E-12 1.183E-10 4.795E-10 1.116E-09 1.974E-09 2.991E-09
  7530.0 3.576E-15 6.568E-12 1.152E-10 4.768E-10 1.126E-09 2.009E-09 3.060E-09
  7540.0 5.440E-15 6.173E-12 1.110E-10 4.707E-10 1.130E-09 2.038E-09 3.123E-09
  7550.0 8.286E-15 5.860E-12 1.070E-10 4.644E-10 1.134E-09 2.066E-09 3.185E-09
  7560.0 1.264E-14 5.717E-12 1.042E-10 4.609E-10 1.142E-09 2.101E-09 3.256E-09
  7570.0 1.933E-14 5.817E-12 1.035E-10 4.627E-10 1.159E-09 2.148E-09 3.340E-09
  7580.0 2.963E-14 6.232E-12 1.054E-10 4.720E-10 1.189E-09 2.211E-09 3.444E-09
  7590.0 4.555E-14 7.048E-12 1.108E-10 4.910E-10 1.236E-09 2.297E-09 3.571E-09
  7600.0 7.025E-14 8.383E-12 1.203E-10 5.214E-10 1.302E-09 2.407E-09 3.727E-09
  7610.0 1.087E-13 1.040E-11 1.348E-10 5.652E-10 1.390E-09 2.546E-09 3.908E-09
  7620.0 1.690E-13 1.334E-11 1.554E-10 6.242E-10 1.503E-09 2.715E-09 4.126E-09
  7630.0 2.638E-13 1.752E-11 1.831E-10 7.003E-10 1.641E-09 2.915E-09 4.376E-09
  7640.0 4.137E-13 2.339E-11 2.194E-10 7.950E-10 1.807E-09 3.145E-09 4.656E-09
  7650.0 6.514E-13 3.155E-11 2.659E-10 9.094E-10 1.998E-09 3.402E-09 4.961E-09
  7660.0 1.029E-12 4.274E-11 3.239E-10 1.044E-09 2.213E-09 3.683E-09 5.285E-09
  7670.0 1.627E-12 5.784E-11 3.943E-10 1.197E-09 2.447E-09 3.979E-09 5.620E-09
  7680.0 2.565E-12 7.769E-11 4.768E-10 1.364E-09 2.694E-09 4.281E-09 5.955E-09
  7690.0 4.000E-12 1.028E-10 5.693E-10 1.540E-09 2.942E-09 4.579E-09 6.279E-09
  7700.0 6.093E-12 1.327E-10 6.671E-10 1.715E-09 3.181E-09 4.858E-09 6.581E-09
  7710.0 8.890E-12 1.652E-10 7.625E-10 1.878E-09 3.396E-09 5.108E-09 6.849E-09
  7720.0 1.211E-11 1.964E-10 8.462E-10 2.015E-09 3.577E-09 5.317E-09 7.074E-09
  7730.0 1.503E-11 2.209E-10 9.092E-10 2.118E-09 3.714E-09 5.479E-09 7.252E-09
  7740.0 1.675E-11 2.347E-10 9.465E-10 2.184E-09 3.806E-09 5.594E-09 7.384E-09
  7750.0 1.685E-11 2.362E-10 9.555E-10 2.208E-09 3.852E-09 5.660E-09 7.470E-09
  7760.0 1.549E-11 2.255E-10 9.346E-10 2.187E-09 3.842E-09 5.670E-09 7.504E-09
  7770.0 1.342E-11 2.072E-10 8.931E-10 2.133E-09 3.789E-09 5.632E-09 7.488E-09
  7780.0 1.125E-11 1.857E-10 8.403E-10 2.058E-09 3.709E-09 5.562E-09 7.439E-09
  7790.0 9.299E-12 1.645E-10 7.850E-10 1.977E-09 3.618E-09 5.478E-09 7.374E-09
  7800.0 7.681E-12 1.458E-10 7.341E-10 1.899E-09 3.529E-09 5.396E-09 7.311E-09
  7810.0 6.406E-12 1.306E-10 6.926E-10 1.836E-09 3.456E-09 5.329E-09 7.263E-09
  7820.0 5.450E-12 1.195E-10 6.643E-10 1.794E-09 3.410E-09 5.291E-09 7.243E-09
  7830.0 4.791E-12 1.130E-10 6.520E-10 1.780E-09 3.400E-09 5.293E-09 7.265E-09
  7840.0 4.425E-12 1.116E-10 6.583E-10 1.799E-09 3.434E-09 5.345E-09 7.338E-09
  7850.0 4.378E-12 1.159E-10 6.863E-10 1.858E-09 3.521E-09 5.456E-09 7.472E-09
  7860.0 4.719E-12 1.269E-10 7.393E-10 1.962E-09 3.666E-09 5.633E-09 7.675E-09
  7870.0 5.577E-12 1.463E-10 8.217E-10 2.116E-09 3.877E-09 5.883E-09 7.952E-09
  7880.0 7.171E-12 1.763E-10 9.388E-10 2.327E-09 4.159E-09 6.212E-09 8.311E-09
  7890.0 9.856E-12 2.202E-10 1.097E-09 2.603E-09 4.521E-09 6.626E-09 8.755E-09
  7900.0 1.419E-11 2.823E-10 1.304E-09 2.951E-09 4.966E-09 7.130E-09 9.287E-09
  7910.0 2.106E-11 3.682E-10 1.569E-09 3.378E-09 5.502E-09 7.726E-09 9.909E-09
  7920.0 3.180E-11 4.848E-10 1.900E-09 3.891E-09 6.132E-09 8.417E-09 1.062E-08
  7930.0 4.845E-11 6.404E-10 2.307E-09 4.498E-09 6.862E-09 9.207E-09 1.143E-08
  7940.0 7.393E-11 8.443E-10 2.799E-09 5.207E-09 7.697E-09 1.010E-08 1.233E-08
  7950.0 1.125E-10 1.107E-09 3.388E-09 6.025E-09 8.640E-09 1.109E-08 1.332E-08
  7960.0 1.702E-10 1.445E-09 4.090E-09 6.966E-09 9.700E-09 1.218E-08 1.439E-08
  7970.0 2.569E-10 1.880E-09 4.929E-09 8.047E-09 1.088E-08 1.338E-08 1.555E-08
  7980.0 3.898E-10 2.455E-09 5.946E-09 9.293E-09 1.220E-08 1.468E-08 1.679E-08
  7990.0 5.981E-10 3.225E-09 7.182E-09 1.072E-08 1.366E-08 1.607E-08 1.809E-08
  8000.0 9.302E-10 4.275E-09 8.691E-09 1.235E-08 1.524E-08 1.755E-08 1.944E-08
  8010.0 1.462E-09 5.710E-09 1.053E-08 1.419E-08 1.694E-08 1.908E-08 2.080E-08
  8020.0 2.309E-09 7.646E-09 1.274E-08 1.623E-08 1.874E-08 2.064E-08 2.217E-08
  8030.0 3.635E-09 1.019E-08 1.531E-08 1.844E-08 2.058E-08 2.219E-08 2.350E-08
  8040.0 5.645E-09 1.337E-08 1.816E-08 2.073E-08 2.241E-08 2.369E-08 2.476E-08
  8050.0 8.507E-09 1.709E-08 2.113E-08 2.296E-08 2.412E-08 2.506E-08 2.591E-08
  8060.0 1.216E-08 2.102E-08 2.396E-08 2.497E-08 2.563E-08 2.625E-08 2.691E-08
  8070.0 1.607E-08 2.458E-08 2.634E-08 2.662E-08 2.685E-08 2.722E-08 2.774E-08
  8080.0 1.919E-08 2.714E-08 2.798E-08 2.776E-08 2.771E-08 2.794E-08 2.838E-08
  8090.0 2.063E-08 2.831E-08 2.880E-08 2.837E-08 2.823E-08 2.842E-08 2.886E-08
  8100.0 2.002E-08 2.783E-08 2.860E-08 2.836E-08 2.835E-08 2.865E-08 2.917E-08
  8110.0 1.797E-08 2.602E-08 2.750E-08 2.773E-08 2.804E-08 2.857E-08 2.927E-08
  8120.0 1.531E-08 2.344E-08 2.578E-08 2.666E-08 2.742E-08 2.827E-08 2.921E-08
  8130.0 1.268E-08 2.060E-08 2.375E-08 2.533E-08 2.661E-08 2.784E-08 2.906E-08
  8140.0 1.036E-08 1.785E-08 2.165E-08 2.391E-08 2.573E-08 2.737E-08 2.889E-08
  8150.0 8.446E-09 1.539E-08 1.968E-08 2.255E-08 2.489E-08 2.693E-08 2.875E-08
  8160.0 6.908E-09 1.329E-08 1.794E-08 2.136E-08 2.418E-08 2.660E-08 2.870E-08
  8170.0 5.694E-09 1.158E-08 1.653E-08 2.042E-08 2.367E-08 2.644E-08 2.879E-08
  8180.0 4.749E-09 1.026E-08 1.548E-08 1.979E-08 2.343E-08 2.649E-08 2.905E-08
  8190.0 4.028E-09 9.315E-09 1.483E-08 1.953E-08 2.350E-08 2.680E-08 2.951E-08
  8200.0 3.502E-09 8.741E-09 1.461E-08 1.967E-08 2.390E-08 2.737E-08 3.019E-08
  8210.0 3.157E-09 8.557E-09 1.486E-08 2.024E-08 2.467E-08 2.824E-08 3.108E-08
  8220.0 2.999E-09 8.802E-09 1.561E-08 2.127E-08 2.581E-08 2.938E-08 3.217E-08
  8230.0 3.059E-09 9.541E-09 1.691E-08 2.276E-08 2.731E-08 3.078E-08 3.345E-08
  8240.0 3.399E-09 1.087E-08 1.880E-08 2.473E-08 2.914E-08 3.242E-08 3.487E-08
  8250.0 4.129E-09 1.291E-08 2.132E-08 2.714E-08 3.126E-08 3.423E-08 3.640E-08
  8260.0 5.414E-09 1.578E-08 2.446E-08 2.993E-08 3.360E-08 3.614E-08 3.797E-08
  8270.0 7.485E-09 1.957E-08 2.815E-08 3.300E-08 3.605E-08 3.809E-08 3.951E-08
  8280.0 1.060E-08 2.426E-08 3.222E-08 3.618E-08 3.849E-08 3.997E-08 4.097E-08
  8290.0 1.491E-08 2.961E-08 3.642E-08 3.928E-08 4.079E-08 4.170E-08 4.229E-08
  8300.0 2.018E-08 3.508E-08 4.037E-08 4.210E-08 4.283E-08 4.320E-08 4.340E-08
  8310.0 2.557E-08 3.997E-08 4.374E-08 4.445E-08 4.451E-08 4.441E-08 4.428E-08
  8320.0 2.986E-08 4.367E-08 4.631E-08 4.624E-08 4.577E-08 4.529E-08 4.491E-08
  8330.0 3.242E-08 4.594E-08 4.799E-08 4.745E-08 4.661E-08 4.586E-08 4.527E-08
  8340.0 3.346E-08 4.680E-08 4.869E-08 4.798E-08 4.696E-08 4.607E-08 4.536E-08
  8350.0 3.446E-08 4.698E-08 4.869E-08 4.791E-08 4.684E-08 4.590E-08 4.516E-08
  8360.0 3.720E-08 4.735E-08 4.836E-08 4.746E-08 4.636E-08 4.542E-08 4.470E-08
  8370.0 4.325E-08 4.854E-08 4.801E-08 4.678E-08 4.564E-08 4.473E-08 4.405E-08
  8380.0 5.374E-08 5.085E-08 4.778E-08 4.598E-08 4.475E-08 4.387E-08 4.325E-08
  8390.0 6.867E-08 5.406E-08 4.766E-08 4.511E-08 4.374E-08 4.290E-08 4.237E-08
  8400.0 8.586E-08 5.750E-08 4.750E-08 4.414E-08 4.264E-08 4.186E-08 4.142E-08
  8410.0 1.010E-07 6.026E-08 4.709E-08 4.306E-08 4.147E-08 4.077E-08 4.046E-08
  8420.0 1.103E-07 6.163E-08 4.631E-08 4.185E-08 4.028E-08 3.970E-08 3.952E-08
  8430.0 1.118E-07 6.086E-08 4.491E-08 4.046E-08 3.904E-08 3.865E-08 3.864E-08
  8440.0 1.066E-07 5.806E-08 4.289E-08 3.885E-08 3.775E-08 3.761E-08 3.779E-08
  8450.0 9.695E-08 5.378E-08 4.044E-08 3.714E-08 3.648E-08 3.664E-08 3.704E-08
  8460.0 8.468E-08 4.862E-08 3.775E-08 3.543E-08 3.530E-08 3.580E-08 3.641E-08
  8470.0 7.161E-08 4.319E-08 3.506E-08 3.383E-08 3.429E-08 3.513E-08 3.596E-08
  8480.0 5.941E-08 3.804E-08 3.259E-08 3.248E-08 3.352E-08 3.469E-08 3.571E-08
  8490.0 4.892E-08 3.351E-08 3.053E-08 3.149E-08 3.308E-08 3.454E-08 3.570E-08
  8500.0 4.034E-08 2.980E-08 2.903E-08 3.096E-08 3.302E-08 3.471E-08 3.597E-08
  8510.0 3.354E-08 2.703E-08 2.821E-08 3.099E-08 3.342E-08 3.524E-08 3.652E-08
  8520.0 2.834E-08 2.528E-08 2.819E-08 3.163E-08 3.430E-08 3.615E-08 3.737E-08
  8530.0 2.455E-08 2.463E-08 2.905E-08 3.296E-08 3.569E-08 3.744E-08 3.851E-08
  8540.0 2.213E-08 2.522E-08 3.088E-08 3.500E-08 3.759E-08 3.911E-08 3.992E-08
  8550.0 2.114E-08 2.721E-08 3.374E-08 3.775E-08 3.998E-08 4.110E-08 4.156E-08
  8560.0 2.181E-08 3.077E-08 3.764E-08 4.114E-08 4.277E-08 4.336E-08 4.338E-08
  8570.0 2.452E-08 3.602E-08 4.248E-08 4.507E-08 4.587E-08 4.579E-08 4.530E-08
  8580.0 2.967E-08 4.286E-08 4.806E-08 4.932E-08 4.911E-08 4.828E-08 4.724E-08
  8590.0 3.737E-08 5.090E-08 5.401E-08 5.366E-08 5.232E-08 5.070E-08 4.909E-08
  8600.0 4.714E-08 5.944E-08 5.988E-08 5.779E-08 5.531E-08 5.292E-08 5.079E-08
  8610.0 5.819E-08 6.773E-08 6.526E-08 6.147E-08 5.793E-08 5.485E-08 5.226E-08
  8620.0 7.050E-08 7.539E-08 6.993E-08 6.459E-08 6.014E-08 5.649E-08 5.352E-08
  8630.0 8.472E-08 8.179E-08 7.327E-08 6.671E-08 6.163E-08 5.762E-08 5.443E-08
  8640.0 1.016E-07 8.694E-08 7.523E-08 6.774E-08 6.228E-08 5.811E-08 5.484E-08
  8650.0 1.194E-07 9.052E-08 7.582E-08 6.775E-08 6.219E-08 5.805E-08 5.485E-08
  8660.0 1.331E-07 9.193E-08 7.506E-08 6.683E-08 6.144E-08 5.751E-08 5.450E-08
  8670.0 1.385E-07 9.075E-08 7.306E-08 6.512E-08 6.016E-08 5.660E-08 5.388E-08
  8680.0 1.335E-07 8.663E-08 6.986E-08 6.275E-08 5.846E-08 5.541E-08 5.306E-08
  8690.0 1.208E-07 8.010E-08 6.563E-08 5.981E-08 5.641E-08 5.399E-08 5.210E-08
  8700.0 1.049E-07 7.221E-08 6.078E-08 5.654E-08 5.416E-08 5.244E-08 5.105E-08
  8710.0 8.895E-08 6.395E-08 5.574E-08 5.316E-08 5.186E-08 5.087E-08 4.998E-08
  8720.0 7.464E-08 5.608E-08 5.085E-08 4.990E-08 4.966E-08 4.939E-08 4.899E-08
  8730.0 6.248E-08 4.899E-08 4.638E-08 4.694E-08 4.768E-08 4.807E-08 4.812E-08
  8740.0 5.245E-08 4.289E-08 4.251E-08 4.440E-08 4.602E-08 4.699E-08 4.742E-08
  8750.0 4.427E-08 3.781E-08 3.934E-08 4.237E-08 4.473E-08 4.618E-08 4.694E-08
  8760.0 3.764E-08 3.373E-08 3.690E-08 4.090E-08 4.385E-08 4.568E-08 4.667E-08
  8770.0 3.231E-08 3.061E-08 3.522E-08 4.001E-08 4.340E-08 4.548E-08 4.662E-08
  8780.0 2.808E-08 2.841E-08 3.431E-08 3.969E-08 4.337E-08 4.558E-08 4.677E-08
  8790.0 2.479E-08 2.713E-08 3.415E-08 3.993E-08 4.373E-08 4.594E-08 4.712E-08
  8800.0 2.240E-08 2.680E-08 3.477E-08 4.073E-08 4.445E-08 4.656E-08 4.762E-08
  8810.0 2.091E-08 2.749E-08 3.614E-08 4.200E-08 4.547E-08 4.734E-08 4.824E-08
  8820.0 2.045E-08 2.930E-08 3.822E-08 4.366E-08 4.668E-08 4.821E-08 4.888E-08
  8830.0 2.120E-08 3.226E-08 4.092E-08 4.559E-08 4.798E-08 4.909E-08 4.949E-08
  8840.0 2.337E-08 3.627E-08 4.402E-08 4.761E-08 4.926E-08 4.990E-08 5.003E-08
  8850.0 2.697E-08 4.091E-08 4.716E-08 4.951E-08 5.038E-08 5.057E-08 5.045E-08
  8860.0 3.151E-08 4.547E-08 4.992E-08 5.105E-08 5.121E-08 5.102E-08 5.069E-08
  8870.0 3.572E-08 4.901E-08 5.186E-08 5.201E-08 5.164E-08 5.118E-08 5.073E-08
  8880.0 3.812E-08 5.083E-08 5.272E-08 5.230E-08 5.163E-08 5.102E-08 5.054E-08
  8890.0 3.793E-08 5.056E-08 5.235E-08 5.184E-08 5.113E-08 5.056E-08 5.012E-08
  8900.0 3.526E-08 4.816E-08 5.060E-08 5.049E-08 5.007E-08 4.971E-08 4.944E-08
  8910.0 3.133E-08 4.439E-08 4.781E-08 4.841E-08 4.847E-08 4.847E-08 4.847E-08
  8920.0 2.715E-08 3.997E-08 4.438E-08 4.581E-08 4.648E-08 4.691E-08 4.725E-08
  8930.0 2.329E-08 3.547E-08 4.066E-08 4.290E-08 4.421E-08 4.513E-08 4.584E-08
  8940.0 2.001E-08 3.123E-08 3.692E-08 3.986E-08 4.178E-08 4.320E-08 4.428E-08
  8950.0 1.737E-08 2.743E-08 3.332E-08 3.682E-08 3.930E-08 4.117E-08 4.262E-08
  8960.0 1.536E-08 2.411E-08 2.999E-08 3.390E-08 3.683E-08 3.913E-08 4.092E-08
  8970.0 1.396E-08 2.128E-08 2.697E-08 3.114E-08 3.445E-08 3.711E-08 3.922E-08
  8980.0 1.307E-08 1.887E-08 2.427E-08 2.859E-08 3.217E-08 3.512E-08 3.751E-08
  8990.0 1.249E-08 1.681E-08 2.188E-08 2.626E-08 3.003E-08 3.321E-08 3.582E-08
  9000.0 1.189E-08 1.502E-08 1.978E-08 2.416E-08 2.806E-08 3.139E-08 3.418E-08
  9010.0 1.103E-08 1.345E-08 1.795E-08 2.230E-08 2.625E-08 2.970E-08 3.261E-08
  9020.0 9.878E-09 1.205E-08 1.636E-08 2.066E-08 2.462E-08 2.813E-08 3.113E-08
  9030.0 8.636E-09 1.081E-08 1.499E-08 1.921E-08 2.316E-08 2.668E-08 2.974E-08
  9040.0 7.470E-09 9.725E-09 1.381E-08 1.795E-08 2.184E-08 2.535E-08 2.843E-08
  9050.0 6.455E-09 8.786E-09 1.278E-08 1.683E-08 2.065E-08 2.413E-08 2.720E-08
  9060.0 5.601E-09 7.975E-09 1.188E-08 1.584E-08 1.957E-08 2.299E-08 2.605E-08
  9070.0 4.888E-09 7.267E-09 1.108E-08 1.492E-08 1.857E-08 2.193E-08 2.496E-08
  9080.0 4.294E-09 6.638E-09 1.034E-08 1.407E-08 1.762E-08 2.092E-08 2.393E-08
  9090.0 3.793E-09 6.070E-09 9.643E-09 1.327E-08 1.673E-08 1.997E-08 2.294E-08
  9100.0 3.370E-09 5.548E-09 8.973E-09 1.248E-08 1.586E-08 1.904E-08 2.199E-08
  9110.0 3.011E-09 5.072E-09 8.326E-09 1.171E-08 1.501E-08 1.814E-08 2.107E-08
  9120.0 2.711E-09 4.649E-09 7.713E-09 1.096E-08 1.418E-08 1.727E-08 2.018E-08
  9130.0 2.465E-09 4.283E-09 7.147E-09 1.025E-08 1.338E-08 1.642E-08 1.931E-08
  9140.0 2.274E-09 3.983E-09 6.635E-09 9.579E-09 1.261E-08 1.561E-08 1.848E-08
  9150.0 2.146E-09 3.754E-09 6.185E-09 8.960E-09 1.189E-08 1.484E-08 1.770E-08
  9160.0 2.094E-09 3.603E-09 5.802E-09 8.398E-09 1.123E-08 1.412E-08 1.696E-08
  9170.0 2.142E-09 3.535E-09 5.484E-09 7.895E-09 1.061E-08 1.346E-08 1.627E-08
  9180.0 2.319E-09 3.549E-09 5.225E-09 7.451E-09 1.006E-08 1.285E-08 1.564E-08
  9190.0 2.638E-09 3.626E-09 5.012E-09 7.057E-09 9.567E-09 1.229E-08 1.505E-08
  9200.0 3.055E-09 3.723E-09 4.823E-09 6.705E-09 9.121E-09 1.179E-08 1.452E-08
  9210.0 3.421E-09 3.776E-09 4.636E-09 6.383E-09 8.719E-09 1.134E-08 1.402E-08
  9220.0 3.557E-09 3.731E-09 4.433E-09 6.082E-09 8.351E-09 1.092E-08 1.356E-08
  9230.0 3.398E-09 3.567E-09 4.207E-09 5.793E-09 8.010E-09 1.053E-08 1.313E-08
  9240.0 3.027E-09 3.299E-09 3.952E-09 5.508E-09 7.685E-09 1.016E-08 1.271E-08
  9250.0 2.595E-09 2.980E-09 3.682E-09 5.227E-09 7.368E-09 9.799E-09 1.230E-08
  9260.0 2.188E-09 2.654E-09 3.411E-09 4.948E-09 7.056E-09 9.440E-09 1.189E-08
  9270.0 1.841E-09 2.350E-09 3.149E-09 4.675E-09 6.745E-09 9.080E-09 1.148E-08
  9280.0 1.555E-09 2.079E-09 2.902E-09 4.409E-09 6.437E-09 8.718E-09 1.106E-08
  9290.0 1.324E-09 1.844E-09 2.673E-09 4.150E-09 6.128E-09 8.352E-09 1.064E-08
  9300.0 1.137E-09 1.643E-09 2.466E-09 3.898E-09 5.816E-09 7.978E-09 1.020E-08
  9310.0 9.853E-10 1.474E-09 2.281E-09 3.660E-09 5.508E-09 7.597E-09 9.759E-09
  9320.0 8.609E-10 1.334E-09 2.120E-09 3.439E-09 5.208E-09 7.220E-09 9.311E-09
  9330.0 7.588E-10 1.219E-09 1.985E-09 3.240E-09 4.924E-09 6.851E-09 8.867E-09
  9340.0 6.751E-10 1.130E-09 1.877E-09 3.065E-09 4.659E-09 6.498E-09 8.434E-09
  9350.0 6.074E-10 1.066E-09 1.798E-09 2.917E-09 4.419E-09 6.163E-09 8.017E-09
  9360.0 5.546E-10 1.029E-09 1.748E-09 2.798E-09 4.203E-09 5.851E-09 7.620E-09
  9370.0 5.171E-10 1.022E-09 1.728E-09 2.707E-09 4.014E-09 5.563E-09 7.243E-09
  9380.0 4.973E-10 1.048E-09 1.739E-09 2.641E-09 3.848E-09 5.297E-09 6.889E-09
  9390.0 4.987E-10 1.108E-09 1.775E-09 2.597E-09 3.702E-09 5.051E-09 6.555E-09
  9400.0 5.251E-10 1.200E-09 1.829E-09 2.565E-09 3.571E-09 4.823E-09 6.240E-09
  9410.0 5.745E-10 1.306E-09 1.885E-09 2.535E-09 3.447E-09 4.607E-09 5.941E-09
  9420.0 6.311E-10 1.400E-09 1.924E-09 2.497E-09 3.323E-09 4.399E-09 5.656E-09
  9430.0 6.650E-10 1.450E-09 1.929E-09 2.440E-09 3.193E-09 4.194E-09 5.381E-09
  9440.0 6.547E-10 1.437E-09 1.892E-09 2.360E-09 3.056E-09 3.992E-09 5.115E-09
  9450.0 6.010E-10 1.358E-09 1.809E-09 2.254E-09 2.908E-09 3.791E-09 4.857E-09
  9460.0 5.268E-10 1.235E-09 1.689E-09 2.125E-09 2.749E-09 3.588E-09 4.606E-09
  9470.0 4.517E-10 1.096E-09 1.549E-09 1.982E-09 2.583E-09 3.385E-09 4.361E-09
  9480.0 3.849E-10 9.596E-10 1.404E-09 1.834E-09 2.416E-09 3.187E-09 4.123E-09
  9490.0 3.289E-10 8.349E-10 1.264E-09 1.688E-09 2.254E-09 2.995E-09 3.896E-09
  9500.0 2.829E-10 7.259E-10 1.133E-09 1.550E-09 2.099E-09 2.813E-09 3.679E-09
  9510.0 2.452E-10 6.327E-10 1.016E-09 1.422E-09 1.954E-09 2.641E-09 3.475E-09
  9520.0 2.141E-10 5.538E-10 9.133E-10 1.306E-09 1.820E-09 2.482E-09 3.285E-09
  9530.0 1.884E-10 4.872E-10 8.236E-10 1.203E-09 1.699E-09 2.335E-09 3.108E-09
  9540.0 1.668E-10 4.311E-10 7.463E-10 1.113E-09 1.591E-09 2.202E-09 2.944E-09
  9550.0 1.486E-10 3.837E-10 6.804E-10 1.034E-09 1.495E-09 2.082E-09 2.794E-09
  9560.0 1.330E-10 3.438E-10 6.249E-10 9.675E-10 1.411E-09 1.973E-09 2.657E-09
  9570.0 1.196E-10 3.102E-10 5.787E-10 9.109E-10 1.338E-09 1.876E-09 2.530E-09
  9580.0 1.080E-10 2.822E-10 5.410E-10 8.637E-10 1.274E-09 1.788E-09 2.414E-09
  9590.0 9.795E-11 2.589E-10 5.105E-10 8.243E-10 1.218E-09 1.709E-09 2.307E-09
  9600.0 8.916E-11 2.399E-10 4.860E-10 7.908E-10 1.168E-09 1.636E-09 2.206E-09
  9610.0 8.147E-11 2.243E-10 4.655E-10 7.610E-10 1.122E-09 1.567E-09 2.111E-09
  9620.0 7.471E-11 2.108E-10 4.469E-10 7.325E-10 1.078E-09 1.502E-09 2.020E-09
  9630.0 6.866E-11 1.983E-10 4.278E-10 7.031E-10 1.033E-09 1.437E-09 1.932E-09
  9640.0 6.312E-11 1.855E-10 4.067E-10 6.715E-10 9.870E-10 1.373E-09 1.846E-09
  9650.0 5.798E-11 1.720E-10 3.831E-10 6.372E-10 9.396E-10 1.309E-09 1.761E-09
  9660.0 5.322E-11 1.579E-10 3.568E-10 5.998E-10 8.900E-10 1.244E-09 1.678E-09
  9670.0 4.887E-11 1.440E-10 3.294E-10 5.607E-10 8.393E-10 1.180E-09 1.597E-09
  9680.0 4.492E-11 1.309E-10 3.022E-10 5.215E-10 7.889E-10 1.117E-09 1.518E-09
  9690.0 4.133E-11 1.189E-10 2.764E-10 4.835E-10 7.401E-10 1.056E-09 1.443E-09
  9700.0 3.808E-11 1.082E-10 2.524E-10 4.477E-10 6.938E-10 9.984E-10 1.371E-09
  9710.0 3.513E-11 9.855E-11 2.306E-10 4.147E-10 6.510E-10 9.450E-10 1.305E-09
  9720.0 3.245E-11 8.999E-11 2.111E-10 3.848E-10 6.120E-10 8.961E-10 1.243E-09
  9730.0 3.000E-11 8.237E-11 1.938E-10 3.582E-10 5.771E-10 8.520E-10 1.187E-09
  9740.0 2.776E-11 7.557E-11 1.785E-10 3.349E-10 5.464E-10 8.128E-10 1.137E-09
  9750.0 2.570E-11 6.949E-11 1.651E-10 3.147E-10 5.199E-10 7.785E-10 1.092E-09
