   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
  2260.0 2.090E-10 5.437E-10 1.277E-09 2.524E-09 4.694E-09 8.410E-09 1.412E-08
  2270.0 1.990E-10 5.173E-10 1.219E-09 2.419E-09 4.510E-09 8.088E-09 1.360E-08
  2280.0 1.895E-10 4.924E-10 1.164E-09 2.319E-09 4.334E-09 7.780E-09 1.309E-08
  2290.0 1.805E-10 4.687E-10 1.112E-09 2.224E-09 4.167E-09 7.485E-09 1.260E-08
  2300.0 1.720E-10 4.462E-10 1.062E-09 2.134E-09 4.007E-09 7.203E-09 1.213E-08
  2310.0 1.639E-10 4.249E-10 1.015E-09 2.049E-09 3.856E-09 6.934E-09 1.168E-08
  2320.0 1.562E-10 4.047E-10 9.702E-10 1.968E-09 3.713E-09 6.677E-09 1.125E-08
  2330.0 1.489E-10 3.855E-10 9.278E-10 1.892E-09 3.577E-09 6.432E-09 1.083E-08
  2340.0 1.420E-10 3.673E-10 8.876E-10 1.820E-09 3.448E-09 6.201E-09 1.044E-08
  2350.0 1.354E-10 3.500E-10 8.497E-10 1.752E-09 3.327E-09 5.981E-09 1.006E-08
  2360.0 1.292E-10 3.336E-10 8.138E-10 1.688E-09 3.213E-09 5.775E-09 9.715E-09
  2370.0 1.232E-10 3.180E-10 7.799E-10 1.627E-09 3.106E-09 5.580E-09 9.379E-09
  2380.0 1.176E-10 3.032E-10 7.480E-10 1.571E-09 3.004E-09 5.396E-09 9.064E-09
  2390.0 1.122E-10 2.892E-10 7.179E-10 1.518E-09 2.909E-09 5.222E-09 8.765E-09
  2400.0 1.071E-10 2.759E-10 6.895E-10 1.467E-09 2.820E-09 5.059E-09 8.484E-09
  2410.0 1.022E-10 2.632E-10 6.628E-10 1.420E-09 2.735E-09 4.905E-09 8.219E-09
  2420.0 9.759E-11 2.511E-10 6.376E-10 1.376E-09 2.655E-09 4.759E-09 7.968E-09
  2430.0 9.318E-11 2.397E-10 6.137E-10 1.334E-09 2.579E-09 4.622E-09 7.731E-09
  2440.0 8.899E-11 2.288E-10 5.912E-10 1.294E-09 2.507E-09 4.490E-09 7.505E-09
  2450.0 8.500E-11 2.184E-10 5.697E-10 1.256E-09 2.438E-09 4.365E-09 7.289E-09
  2460.0 8.120E-11 2.086E-10 5.493E-10 1.219E-09 2.372E-09 4.245E-09 7.081E-09
  2470.0 7.758E-11 1.992E-10 5.297E-10 1.184E-09 2.308E-09 4.129E-09 6.881E-09
  2480.0 7.413E-11 1.903E-10 5.109E-10 1.150E-09 2.245E-09 4.015E-09 6.686E-09
  2490.0 7.084E-11 1.818E-10 4.927E-10 1.117E-09 2.185E-09 3.905E-09 6.495E-09
  2500.0 6.771E-11 1.737E-10 4.751E-10 1.084E-09 2.125E-09 3.797E-09 6.309E-09
  2510.0 6.473E-11 1.660E-10 4.579E-10 1.051E-09 2.066E-09 3.690E-09 6.126E-09
  2520.0 6.188E-11 1.587E-10 4.411E-10 1.019E-09 2.008E-09 3.586E-09 5.946E-09
  2530.0 5.917E-11 1.517E-10 4.247E-10 9.875E-10 1.952E-09 3.482E-09 5.773E-09
  2540.0 5.659E-11 1.450E-10 4.086E-10 9.560E-10 1.895E-09 3.381E-09 5.600E-09
  2550.0 5.412E-11 1.387E-10 3.930E-10 9.247E-10 1.838E-09 3.281E-09 5.432E-09
  2560.0 5.177E-11 1.326E-10 3.776E-10 8.937E-10 1.782E-09 3.183E-09 5.268E-09
  2570.0 4.952E-11 1.268E-10 3.627E-10 8.629E-10 1.727E-09 3.087E-09 5.111E-09
  2580.0 4.738E-11 1.213E-10 3.482E-10 8.326E-10 1.672E-09 2.991E-09 4.955E-09
  2590.0 4.534E-11 1.161E-10 3.340E-10 8.026E-10 1.617E-09 2.897E-09 4.805E-09
  2600.0 4.339E-11 1.111E-10 3.203E-10 7.731E-10 1.563E-09 2.806E-09 4.657E-09
  2610.0 4.153E-11 1.063E-10 3.071E-10 7.442E-10 1.510E-09 2.716E-09 4.515E-09
  2620.0 3.975E-11 1.018E-10 2.942E-10 7.160E-10 1.458E-09 2.629E-09 4.378E-09
  2630.0 3.805E-11 9.741E-11 2.819E-10 6.884E-10 1.407E-09 2.544E-09 4.245E-09
  2640.0 3.643E-11 9.326E-11 2.700E-10 6.615E-10 1.358E-09 2.461E-09 4.116E-09
  2650.0 3.489E-11 8.929E-11 2.585E-10 6.353E-10 1.309E-09 2.380E-09 3.993E-09
  2660.0 3.341E-11 8.551E-11 2.475E-10 6.101E-10 1.261E-09 2.301E-09 3.875E-09
  2670.0 3.199E-11 8.189E-11 2.370E-10 5.855E-10 1.216E-09 2.227E-09 3.761E-09
  2680.0 3.065E-11 7.844E-11 2.268E-10 5.618E-10 1.171E-09 2.154E-09 3.652E-09
  2690.0 2.936E-11 7.514E-11 2.172E-10 5.389E-10 1.127E-09 2.083E-09 3.548E-09
  2700.0 2.812E-11 7.199E-11 2.079E-10 5.169E-10 1.086E-09 2.015E-09 3.450E-09
  2710.0 2.694E-11 6.898E-11 1.990E-10 4.956E-10 1.045E-09 1.949E-09 3.356E-09
  2720.0 2.582E-11 6.610E-11 1.905E-10 4.753E-10 1.006E-09 1.886E-09 3.269E-09
  2730.0 2.474E-11 6.335E-11 1.824E-10 4.557E-10 9.688E-10 1.827E-09 3.186E-09
  2740.0 2.371E-11 6.072E-11 1.746E-10 4.368E-10 9.328E-10 1.769E-09 3.110E-09
  2750.0 2.273E-11 5.820E-11 1.672E-10 4.187E-10 8.983E-10 1.716E-09 3.041E-09
  2760.0 2.178E-11 5.580E-11 1.601E-10 4.014E-10 8.651E-10 1.664E-09 2.976E-09
  2770.0 2.088E-11 5.350E-11 1.534E-10 3.848E-10 8.345E-10 1.616E-09 2.944E-09
  2780.0 2.002E-11 5.130E-11 1.469E-10 3.689E-10 8.044E-10 1.571E-09 2.895E-09
  2790.0 1.920E-11 4.919E-11 1.407E-10 3.536E-10 7.757E-10 1.529E-09 2.854E-09
  2800.0 1.841E-11 4.718E-11 1.348E-10 3.390E-10 7.485E-10 1.490E-09 2.821E-09
  2810.0 1.765E-11 4.525E-11 1.292E-10 3.251E-10 7.226E-10 1.455E-09 2.797E-09
  2820.0 1.693E-11 4.341E-11 1.238E-10 3.117E-10 6.983E-10 1.423E-09 2.781E-09
  2830.0 1.624E-11 4.164E-11 1.187E-10 2.992E-10 6.753E-10 1.395E-09 2.772E-09
  2840.0 1.558E-11 3.995E-11 1.137E-10 2.870E-10 6.538E-10 1.371E-09 2.774E-09
  2850.0 1.494E-11 3.834E-11 1.090E-10 2.754E-10 6.342E-10 1.350E-09 2.784E-09
  2860.0 1.434E-11 3.679E-11 1.045E-10 2.644E-10 6.158E-10 1.334E-09 2.806E-09
  2870.0 1.375E-11 3.531E-11 1.002E-10 2.542E-10 5.991E-10 1.346E-09 2.840E-09
  2880.0 1.320E-11 3.389E-11 9.617E-11 2.442E-10 5.841E-10 1.342E-09 2.886E-09
  2890.0 1.267E-11 3.253E-11 9.225E-11 2.348E-10 5.707E-10 1.343E-09 2.946E-09
  2900.0 1.215E-11 3.122E-11 8.850E-11 2.257E-10 5.593E-10 1.351E-09 3.021E-09
  2910.0 1.167E-11 2.997E-11 8.493E-11 2.172E-10 5.498E-10 1.367E-09 3.111E-09
  2920.0 1.120E-11 2.878E-11 8.151E-11 2.092E-10 5.425E-10 1.389E-09 3.221E-09
  2930.0 1.075E-11 2.763E-11 7.827E-11 2.016E-10 5.373E-10 1.419E-09 3.349E-09
  2940.0 1.032E-11 2.654E-11 7.515E-11 1.944E-10 5.345E-10 1.458E-09 3.501E-09
  2950.0 9.905E-12 2.548E-11 7.218E-11 1.877E-10 5.341E-10 1.505E-09 3.673E-09
  2960.0 9.510E-12 2.447E-11 6.934E-11 1.814E-10 5.363E-10 1.564E-09 3.872E-09
  2970.0 9.131E-12 2.351E-11 6.662E-11 1.753E-10 5.596E-10 1.637E-09 4.108E-09
  2980.0 8.768E-12 2.258E-11 6.401E-11 1.697E-10 5.702E-10 1.718E-09 4.360E-09
  2990.0 8.420E-12 2.169E-11 6.151E-11 1.642E-10 5.840E-10 1.811E-09 4.638E-09
  3000.0 8.086E-12 2.084E-11 5.911E-11 1.591E-10 6.016E-10 1.915E-09 4.944E-09
  3010.0 7.767E-12 2.002E-11 5.681E-11 1.543E-10 6.245E-10 2.033E-09 5.296E-09
  3020.0 7.460E-12 1.924E-11 5.460E-11 1.498E-10 6.500E-10 2.163E-09 5.656E-09
  3030.0 7.166E-12 1.849E-11 5.249E-11 1.457E-10 6.795E-10 2.304E-09 6.039E-09
  3040.0 6.883E-12 1.777E-11 5.047E-11 1.419E-10 7.134E-10 2.456E-09 6.443E-09
  3050.0 6.613E-12 1.707E-11 4.855E-11 1.388E-10 7.506E-10 2.617E-09 6.863E-09
  3060.0 6.353E-12 1.641E-11 4.673E-11 1.363E-10 7.918E-10 2.786E-09 7.294E-09
  3070.0 6.104E-12 1.577E-11 4.532E-11 1.449E-10 8.407E-10 2.960E-09 7.731E-09
  3080.0 5.865E-12 1.516E-11 4.375E-11 1.454E-10 8.881E-10 3.137E-09 8.173E-09
  3090.0 5.636E-12 1.458E-11 4.229E-11 1.472E-10 9.361E-10 3.316E-09 8.612E-09
  3100.0 5.416E-12 1.401E-11 4.094E-11 1.501E-10 9.863E-10 3.498E-09 9.056E-09
  3110.0 5.205E-12 1.347E-11 3.973E-11 1.555E-10 1.038E-09 3.706E-09 9.502E-09
  3120.0 5.003E-12 1.296E-11 3.864E-11 1.617E-10 1.092E-09 3.893E-09 9.940E-09
  3130.0 4.808E-12 1.246E-11 3.770E-11 1.699E-10 1.149E-09 4.082E-09 1.043E-08
  3140.0 4.622E-12 1.199E-11 3.693E-11 1.805E-10 1.210E-09 4.280E-09 1.087E-08
  3150.0 4.443E-12 1.153E-11 3.634E-11 1.936E-10 1.278E-09 4.490E-09 1.138E-08
  3160.0 4.271E-12 1.109E-11 3.599E-11 2.103E-10 1.357E-09 4.722E-09 1.215E-08
  3170.0 4.106E-12 1.068E-11 3.933E-11 2.352E-10 1.450E-09 4.983E-09 1.277E-08
  3180.0 3.947E-12 1.028E-11 4.029E-11 2.613E-10 1.557E-09 5.281E-09 1.341E-08
  3190.0 3.795E-12 9.902E-12 4.161E-11 2.912E-10 1.685E-09 5.623E-09 1.413E-08
  3200.0 3.649E-12 9.537E-12 4.343E-11 3.265E-10 1.833E-09 6.020E-09 1.495E-08
  3210.0 3.509E-12 9.187E-12 4.581E-11 3.682E-10 2.035E-09 6.485E-09 1.589E-08
  3220.0 3.374E-12 8.850E-12 4.884E-11 4.172E-10 2.242E-09 7.008E-09 1.693E-08
  3230.0 3.245E-12 8.524E-12 5.266E-11 4.745E-10 2.484E-09 7.647E-09 1.810E-08
  3240.0 3.120E-12 8.209E-12 5.743E-11 5.414E-10 2.760E-09 8.329E-09 1.942E-08
  3250.0 3.001E-12 7.908E-12 6.336E-11 6.193E-10 3.076E-09 9.149E-09 2.089E-08
  3260.0 2.887E-12 7.621E-12 7.072E-11 7.095E-10 3.435E-09 1.030E-08 2.250E-08
  3270.0 2.776E-12 7.541E-12 7.989E-11 8.132E-10 3.837E-09 1.135E-08 2.427E-08
  3280.0 2.671E-12 7.350E-12 9.088E-11 9.312E-10 4.285E-09 1.244E-08 2.618E-08
  3290.0 2.569E-12 7.184E-12 1.040E-10 1.064E-09 4.778E-09 1.362E-08 2.826E-08
  3300.0 2.471E-12 7.059E-12 1.193E-10 1.212E-09 5.316E-09 1.489E-08 3.048E-08
  3310.0 2.377E-12 6.981E-12 1.387E-10 1.399E-09 5.910E-09 1.626E-08 3.286E-08
  3320.0 2.287E-12 6.964E-12 1.591E-10 1.580E-09 6.538E-09 1.774E-08 3.540E-08
  3330.0 2.201E-12 7.020E-12 1.822E-10 1.778E-09 7.239E-09 1.932E-08 3.814E-08
  3340.0 2.117E-12 7.172E-12 2.083E-10 1.997E-09 7.978E-09 2.103E-08 4.107E-08
  3350.0 2.037E-12 7.443E-12 2.384E-10 2.238E-09 8.829E-09 2.287E-08 4.425E-08
  3360.0 1.960E-12 7.871E-12 2.735E-10 2.510E-09 1.002E-08 2.489E-08 4.782E-08
  3370.0 1.886E-12 8.518E-12 3.156E-10 2.820E-09 1.111E-08 2.708E-08 5.151E-08
  3380.0 1.815E-12 9.419E-12 3.673E-10 3.181E-09 1.228E-08 2.950E-08 5.553E-08
  3390.0 1.747E-12 1.067E-11 4.314E-10 3.611E-09 1.363E-08 3.224E-08 5.997E-08
  3400.0 1.681E-12 1.239E-11 5.116E-10 4.127E-09 1.519E-08 3.532E-08 6.490E-08
  3410.0 1.619E-12 1.495E-11 6.315E-10 4.763E-09 1.701E-08 3.883E-08 7.039E-08
  3420.0 1.558E-12 1.814E-11 7.615E-10 5.511E-09 1.913E-08 4.281E-08 7.651E-08
  3430.0 1.501E-12 2.243E-11 9.241E-10 6.419E-09 2.160E-08 4.736E-08 8.333E-08
  3440.0 1.445E-12 2.818E-11 1.127E-09 7.497E-09 2.445E-08 5.248E-08 9.090E-08
  3450.0 1.392E-12 3.584E-11 1.379E-09 8.811E-09 2.775E-08 5.829E-08 9.926E-08
  3460.0 1.340E-12 4.607E-11 1.694E-09 1.060E-08 3.154E-08 6.499E-08 1.085E-07
  3470.0 1.290E-12 5.977E-11 2.082E-09 1.250E-08 3.585E-08 7.218E-08 1.184E-07
  3480.0 1.242E-12 7.810E-11 2.558E-09 1.465E-08 4.068E-08 8.005E-08 1.291E-07
  3490.0 1.195E-12 1.026E-10 3.139E-09 1.713E-08 4.604E-08 8.857E-08 1.405E-07
  3500.0 1.151E-12 1.349E-10 3.836E-09 1.994E-08 5.189E-08 9.762E-08 1.525E-07
  3510.0 1.107E-12 1.833E-10 4.656E-09 2.305E-08 5.815E-08 1.071E-07 1.648E-07
  3520.0 1.066E-12 2.390E-10 5.595E-09 2.642E-08 6.468E-08 1.168E-07 1.772E-07
  3530.0 1.026E-12 3.074E-10 6.630E-09 2.993E-08 7.129E-08 1.264E-07 1.894E-07
  3540.0 9.880E-13 3.868E-10 7.711E-09 3.343E-08 7.774E-08 1.357E-07 2.013E-07
  3550.0 9.513E-13 4.716E-10 8.769E-09 3.676E-08 8.381E-08 1.445E-07 2.124E-07
  3560.0 9.160E-13 5.520E-10 9.714E-09 3.972E-08 8.956E-08 1.525E-07 2.228E-07
  3570.0 8.820E-13 6.167E-10 1.047E-08 4.217E-08 9.421E-08 1.595E-07 2.321E-07
  3580.0 8.493E-13 6.587E-10 1.099E-08 4.408E-08 9.807E-08 1.656E-07 2.404E-07
  3590.0 8.178E-13 6.732E-10 1.123E-08 4.530E-08 1.009E-07 1.705E-07 2.476E-07
  3600.0 7.878E-13 6.649E-10 1.120E-08 4.578E-08 1.026E-07 1.739E-07 2.532E-07
  3610.0 1.404E-12 6.455E-10 1.099E-08 4.572E-08 1.033E-07 1.762E-07 2.573E-07
  3620.0 1.672E-12 6.254E-10 1.068E-08 4.532E-08 1.034E-07 1.775E-07 2.604E-07
  3630.0 2.081E-12 6.139E-10 1.036E-08 4.482E-08 1.032E-07 1.784E-07 2.629E-07
  3640.0 2.696E-12 6.186E-10 1.011E-08 4.437E-08 1.030E-07 1.791E-07 2.652E-07
  3650.0 3.619E-12 6.460E-10 1.002E-08 4.419E-08 1.030E-07 1.799E-07 2.676E-07
  3660.0 5.004E-12 7.031E-10 1.088E-08 4.483E-08 1.037E-07 1.813E-07 2.704E-07
  3670.0 7.083E-12 7.978E-10 1.159E-08 4.563E-08 1.049E-07 1.834E-07 2.739E-07
  3680.0 1.021E-11 9.412E-10 1.236E-08 4.707E-08 1.071E-07 1.865E-07 2.785E-07
  3690.0 1.493E-11 1.148E-09 1.351E-08 4.927E-08 1.102E-07 1.908E-07 2.844E-07
  3700.0 2.210E-11 1.437E-09 1.508E-08 5.233E-08 1.146E-07 1.965E-07 2.917E-07
  3710.0 3.301E-11 1.837E-09 1.715E-08 5.633E-08 1.202E-07 2.035E-07 3.005E-07
  3720.0 4.970E-11 2.383E-09 1.982E-08 6.135E-08 1.271E-07 2.121E-07 3.110E-07
  3730.0 7.531E-11 3.118E-09 2.315E-08 6.746E-08 1.354E-07 2.222E-07 3.231E-07
  3740.0 1.146E-10 4.095E-09 2.720E-08 7.463E-08 1.449E-07 2.337E-07 3.368E-07
  3750.0 1.746E-10 5.376E-09 3.204E-08 8.285E-08 1.557E-07 2.468E-07 3.522E-07
  3760.0 2.648E-10 7.341E-09 3.820E-08 9.225E-08 1.676E-07 2.610E-07 3.691E-07
  3770.0 3.959E-10 9.593E-09 4.445E-08 1.021E-07 1.802E-07 2.764E-07 3.873E-07
  3780.0 5.747E-10 1.195E-08 5.099E-08 1.122E-07 1.934E-07 2.927E-07 4.069E-07
  3790.0 7.921E-10 1.439E-08 5.744E-08 1.223E-07 2.069E-07 3.097E-07 4.277E-07
  3800.0 1.010E-09 1.660E-08 6.335E-08 1.320E-07 2.205E-07 3.274E-07 4.497E-07
  3810.0 1.170E-09 1.828E-08 6.839E-08 1.410E-07 2.340E-07 3.457E-07 4.730E-07
  3820.0 1.230E-09 1.927E-08 7.244E-08 1.495E-07 2.476E-07 3.649E-07 4.978E-07
  3830.0 1.183E-09 1.949E-08 7.529E-08 1.571E-07 2.610E-07 3.847E-07 5.239E-07
  3840.0 1.069E-09 1.914E-08 7.721E-08 1.640E-07 2.744E-07 4.052E-07 5.515E-07
  3850.0 9.301E-10 1.854E-08 7.871E-08 1.707E-07 2.883E-07 4.268E-07 5.809E-07
  3860.0 7.943E-10 1.853E-08 8.033E-08 1.780E-07 3.032E-07 4.501E-07 6.125E-07
  3870.0 6.734E-10 1.838E-08 8.254E-08 1.863E-07 3.197E-07 4.756E-07 6.470E-07
  3880.0 5.708E-10 1.861E-08 8.577E-08 1.962E-07 3.385E-07 5.040E-07 6.848E-07
  3890.0 4.854E-10 1.938E-08 9.041E-08 2.083E-07 3.601E-07 5.358E-07 7.265E-07
  3900.0 4.149E-10 2.081E-08 9.680E-08 2.231E-07 3.854E-07 5.717E-07 7.727E-07
  3910.0 3.566E-10 2.302E-08 1.052E-07 2.410E-07 4.144E-07 6.121E-07 8.239E-07
  3920.0 3.085E-10 2.614E-08 1.161E-07 2.626E-07 4.481E-07 6.577E-07 8.809E-07
  3930.0 2.685E-10 3.037E-08 1.298E-07 2.884E-07 4.869E-07 7.090E-07 9.438E-07
  3940.0 2.350E-10 3.594E-08 1.467E-07 3.190E-07 5.314E-07 7.666E-07 1.013E-06
  3950.0 2.110E-10 4.315E-08 1.673E-07 3.550E-07 5.824E-07 8.312E-07 1.090E-06
  3960.0 2.401E-09 5.240E-08 1.924E-07 3.972E-07 6.405E-07 9.033E-07 1.174E-06
  3970.0 6.857E-09 6.415E-08 2.225E-07 4.462E-07 7.065E-07 9.836E-07 1.266E-06
  3980.0 9.425E-09 7.904E-08 2.587E-07 5.031E-07 7.810E-07 1.073E-06 1.367E-06
  3990.0 1.300E-08 9.784E-08 3.020E-07 5.687E-07 8.651E-07 1.171E-06 1.477E-06
  4000.0 1.797E-08 1.215E-07 3.536E-07 6.446E-07 9.595E-07 1.279E-06 1.596E-06
  4010.0 2.488E-08 1.514E-07 4.150E-07 7.315E-07 1.065E-06 1.398E-06 1.725E-06
  4020.0 3.451E-08 1.891E-07 4.879E-07 8.309E-07 1.183E-06 1.528E-06 1.863E-06
  4030.0 4.790E-08 2.365E-07 5.742E-07 9.443E-07 1.313E-06 1.669E-06 2.011E-06
  4040.0 6.655E-08 2.962E-07 6.763E-07 1.073E-06 1.457E-06 1.821E-06 2.167E-06
  4050.0 9.254E-08 3.713E-07 7.966E-07 1.218E-06 1.615E-06 1.984E-06 2.332E-06
  4060.0 1.288E-07 4.658E-07 9.377E-07 1.382E-06 1.786E-06 2.157E-06 2.504E-06
  4070.0 1.792E-07 5.843E-07 1.102E-06 1.563E-06 1.970E-06 2.338E-06 2.681E-06
  4080.0 2.495E-07 7.324E-07 1.293E-06 1.763E-06 2.166E-06 2.527E-06 2.863E-06
  4090.0 3.471E-07 9.159E-07 1.510E-06 1.979E-06 2.372E-06 2.720E-06 3.045E-06
  4100.0 4.818E-07 1.141E-06 1.754E-06 2.209E-06 2.582E-06 2.913E-06 3.225E-06
  4110.0 6.654E-07 1.410E-06 2.021E-06 2.448E-06 2.794E-06 3.104E-06 3.400E-06
  4120.0 9.097E-07 1.722E-06 2.302E-06 2.689E-06 3.002E-06 3.288E-06 3.567E-06
  4130.0 1.220E-06 2.065E-06 2.586E-06 2.921E-06 3.198E-06 3.459E-06 3.723E-06
  4140.0 1.583E-06 2.413E-06 2.855E-06 3.135E-06 3.377E-06 3.616E-06 3.865E-06
  4150.0 1.956E-06 2.731E-06 3.091E-06 3.322E-06 3.534E-06 3.754E-06 3.991E-06
  4160.0 2.272E-06 2.986E-06 3.283E-06 3.477E-06 3.668E-06 3.874E-06 4.101E-06
  4170.0 2.489E-06 3.157E-06 3.421E-06 3.596E-06 3.774E-06 3.971E-06 4.191E-06
  4180.0 2.573E-06 3.218E-06 3.487E-06 3.664E-06 3.842E-06 4.038E-06 4.256E-06
  4190.0 2.542E-06 3.179E-06 3.482E-06 3.680E-06 3.869E-06 4.070E-06 4.292E-06
  4200.0 2.442E-06 3.072E-06 3.417E-06 3.647E-06 3.855E-06 4.069E-06 4.297E-06
  4210.0 2.312E-06 2.925E-06 3.313E-06 3.577E-06 3.809E-06 4.037E-06 4.275E-06
  4220.0 2.171E-06 2.761E-06 3.183E-06 3.482E-06 3.738E-06 3.983E-06 4.231E-06
  4230.0 2.031E-06 2.592E-06 3.039E-06 3.368E-06 3.648E-06 3.910E-06 4.169E-06
  4240.0 1.895E-06 2.427E-06 2.889E-06 3.243E-06 3.544E-06 3.822E-06 4.092E-06
  4250.0 1.768E-06 2.269E-06 2.739E-06 3.112E-06 3.432E-06 3.724E-06 4.005E-06
  4260.0 1.648E-06 2.121E-06 2.592E-06 2.979E-06 3.314E-06 3.620E-06 3.909E-06
  4270.0 1.537E-06 1.983E-06 2.451E-06 2.847E-06 3.195E-06 3.511E-06 3.808E-06
  4280.0 1.434E-06 1.855E-06 2.317E-06 2.719E-06 3.075E-06 3.400E-06 3.704E-06
  4290.0 1.338E-06 1.738E-06 2.192E-06 2.595E-06 2.958E-06 3.288E-06 3.598E-06
  4300.0 1.252E-06 1.629E-06 2.074E-06 2.477E-06 2.843E-06 3.179E-06 3.492E-06
  4310.0 1.171E-06 1.530E-06 1.965E-06 2.366E-06 2.734E-06 3.072E-06 3.387E-06
  4320.0 1.097E-06 1.440E-06 1.865E-06 2.262E-06 2.629E-06 2.969E-06 3.285E-06
  4330.0 1.029E-06 1.358E-06 1.773E-06 2.165E-06 2.531E-06 2.870E-06 3.186E-06
  4340.0 9.667E-07 1.285E-06 1.690E-06 2.077E-06 2.439E-06 2.776E-06 3.091E-06
  4350.0 9.112E-07 1.221E-06 1.617E-06 1.997E-06 2.355E-06 2.689E-06 3.001E-06
  4360.0 8.626E-07 1.166E-06 1.553E-06 1.926E-06 2.278E-06 2.607E-06 2.916E-06
  4370.0 8.216E-07 1.122E-06 1.500E-06 1.864E-06 2.208E-06 2.532E-06 2.836E-06
  4380.0 7.899E-07 1.089E-06 1.458E-06 1.811E-06 2.147E-06 2.465E-06 2.763E-06
  4390.0 7.701E-07 1.071E-06 1.428E-06 1.770E-06 2.095E-06 2.404E-06 2.695E-06
  4400.0 7.665E-07 1.069E-06 1.413E-06 1.739E-06 2.052E-06 2.350E-06 2.634E-06
  4410.0 7.858E-07 1.089E-06 1.412E-06 1.720E-06 2.017E-06 2.304E-06 2.578E-06
  4420.0 8.385E-07 1.136E-06 1.430E-06 1.713E-06 1.992E-06 2.265E-06 2.529E-06
  4430.0 9.407E-07 1.215E-06 1.466E-06 1.717E-06 1.975E-06 2.233E-06 2.485E-06
  4440.0 1.116E-06 1.335E-06 1.522E-06 1.734E-06 1.966E-06 2.206E-06 2.446E-06
  4450.0 1.400E-06 1.503E-06 1.597E-06 1.761E-06 1.963E-06 2.185E-06 2.412E-06
  4460.0 1.832E-06 1.722E-06 1.690E-06 1.795E-06 1.966E-06 2.168E-06 2.382E-06
  4470.0 2.451E-06 1.988E-06 1.794E-06 1.834E-06 1.971E-06 2.154E-06 2.355E-06
  4480.0 3.258E-06 2.283E-06 1.900E-06 1.872E-06 1.977E-06 2.141E-06 2.330E-06
  4490.0 4.171E-06 2.573E-06 1.997E-06 1.905E-06 1.981E-06 2.128E-06 2.306E-06
  4500.0 5.007E-06 2.812E-06 2.072E-06 1.929E-06 1.982E-06 2.115E-06 2.284E-06
  4510.0 5.560E-06 2.964E-06 2.116E-06 1.941E-06 1.978E-06 2.102E-06 2.263E-06
  4520.0 5.677E-06 2.995E-06 2.122E-06 1.937E-06 1.968E-06 2.087E-06 2.243E-06
  4530.0 5.391E-06 2.909E-06 2.087E-06 1.915E-06 1.950E-06 2.069E-06 2.224E-06
  4540.0 4.848E-06 2.734E-06 2.018E-06 1.879E-06 1.926E-06 2.049E-06 2.204E-06
  4550.0 4.219E-06 2.510E-06 1.928E-06 1.833E-06 1.899E-06 2.029E-06 2.185E-06
  4560.0 3.613E-06 2.273E-06 1.827E-06 1.784E-06 1.872E-06 2.011E-06 2.170E-06
  4570.0 3.079E-06 2.045E-06 1.728E-06 1.736E-06 1.847E-06 1.996E-06 2.158E-06
  4580.0 2.629E-06 1.839E-06 1.637E-06 1.694E-06 1.828E-06 1.987E-06 2.152E-06
  4590.0 2.256E-06 1.662E-06 1.560E-06 1.663E-06 1.818E-06 1.985E-06 2.151E-06
  4600.0 1.951E-06 1.516E-06 1.502E-06 1.646E-06 1.819E-06 1.993E-06 2.159E-06
  4610.0 1.703E-06 1.402E-06 1.466E-06 1.645E-06 1.833E-06 2.009E-06 2.173E-06
  4620.0 1.503E-06 1.320E-06 1.456E-06 1.664E-06 1.861E-06 2.037E-06 2.196E-06
  4630.0 1.344E-06 1.272E-06 1.472E-06 1.703E-06 1.904E-06 2.075E-06 2.227E-06
  4640.0 1.223E-06 1.262E-06 1.519E-06 1.763E-06 1.961E-06 2.124E-06 2.264E-06
  4650.0 1.140E-06 1.291E-06 1.596E-06 1.845E-06 2.033E-06 2.181E-06 2.309E-06
  4660.0 1.099E-06 1.366E-06 1.706E-06 1.947E-06 2.117E-06 2.246E-06 2.357E-06
  4670.0 1.105E-06 1.488E-06 1.846E-06 2.066E-06 2.210E-06 2.316E-06 2.408E-06
  4680.0 1.166E-06 1.658E-06 2.010E-06 2.197E-06 2.308E-06 2.388E-06 2.460E-06
  4690.0 1.285E-06 1.868E-06 2.191E-06 2.332E-06 2.405E-06 2.457E-06 2.508E-06
  4700.0 1.453E-06 2.100E-06 2.373E-06 2.462E-06 2.496E-06 2.520E-06 2.551E-06
  4710.0 1.635E-06 2.325E-06 2.540E-06 2.578E-06 2.575E-06 2.574E-06 2.586E-06
  4720.0 1.791E-06 2.516E-06 2.679E-06 2.671E-06 2.638E-06 2.615E-06 2.612E-06
  4730.0 1.889E-06 2.645E-06 2.773E-06 2.734E-06 2.679E-06 2.640E-06 2.627E-06
  4740.0 1.912E-06 2.687E-06 2.804E-06 2.755E-06 2.691E-06 2.646E-06 2.626E-06
  4750.0 1.861E-06 2.640E-06 2.773E-06 2.733E-06 2.672E-06 2.628E-06 2.608E-06
