   6  14
  p[mbar]:  32.96  38.69  45.40  53.30  62.55  73.40  86.16 101.11 118.69 139.28 163.46 191.87 225.16 264.30
 lat[deg]
    10.0    86.34  85.94  85.94  86.17  86.72  87.67  88.32  89.10  89.79  90.17  90.13  90.49  91.61  93.17
    20.0    86.08  85.63  85.48  85.44  85.63  86.11  86.31  86.75  87.32  87.92  88.46  89.70  91.85  94.40
    30.0    83.44  82.97  82.76  82.63  82.72  83.18  83.46  84.12  85.06  86.13  87.19  88.93  91.48  94.31
    40.0    82.13  81.65  81.38  81.19  81.26  81.76  82.19  83.10  84.36  85.76  87.06  88.89  91.36  93.98
    50.0    81.40  80.90  80.62  80.42  80.50  81.02  81.47  82.36  83.54  84.79  85.91  87.55  89.88  92.43
    60.0    80.84  80.38  80.12  79.95  80.05  80.57  80.97  81.77  82.78  83.81  84.68  86.11  88.31  90.85
