 LATITUDE   30.0 DEG   DATE (MONTH/DAY/YEAR) =  1/  1/   1                    *
NN     1  111       ALTITUDE
-6.370E+01-5.870E+01-5.370E+01-4.870E+01-4.370E+01-3.970E+01-3.670E+01-3.370E+01
-3.070E+01-2.770E+01-2.470E+01-2.170E+01-1.870E+01-1.570E+01-1.370E+01-1.170E+01
-9.700E+00-7.700E+00-5.700E+00-3.700E+00-1.700E+00 3.000E-01 2.300E+00 4.300E+00
 0.000E+00 0.000E+00 1.399E-19 2.123E-19 5.011E-19 1.462E-18 5.211E-18 1.831E-17
 6.428E-17 2.267E-16 9.973E-16 4.479E-15 2.056E-14 9.424E-14 4.165E-13 1.724E-12
 7.973E-12 3.422E-11 1.398E-10 5.569E-10 2.231E-09 9.383E-09 4.225E-08 1.986E-07
 9.288E-07 4.200E-06 1.883E-05 9.749E-05 7.025E-04 6.002E-03 4.352E-02 2.391E-01
 1.166E+00 8.444E+00 1.236E+02 1.350E+03 8.228E+03 3.148E+04 8.709E+04 1.964E+05
 4.397E+05 9.835E+05 1.798E+06 1.880E+06 1.070E+06 4.028E+05 1.183E+05 2.773E+04
 5.639E+03 1.050E+03 1.880E+02 3.207E+01 5.941E+00 1.300E+00 3.598E-01 1.153E-01
 4.073E-02 1.482E-02 5.364E-03 1.916E-03 6.568E-04 2.088E-04 6.045E-05 1.598E-05
 3.687E-06 7.472E-07 1.247E-07 1.819E-08 2.569E-09 3.525E-10 4.861E-11
NN   001  111       CH      
 0.000E+00 0.000E+00 3.406E-18 2.293E-17 2.025E-16 8.952E-16 2.651E-15 8.421E-15
 2.748E-14 8.992E-14 2.498E-13 5.547E-13 9.085E-13 1.196E-12 1.347E-12 1.478E-12
 1.603E-12 1.748E-12 1.954E-12 2.246E-12 2.695E-12 3.336E-12 4.111E-12 4.941E-12
 5.761E-12 6.573E-12 7.416E-12 8.342E-12 9.369E-12 1.049E-11 1.174E-11 1.315E-11
 1.477E-11 1.667E-11 2.003E-11 3.920E-11 5.500E-11 6.927E-11 8.269E-11 9.571E-11
 1.088E-10 1.235E-10 1.427E-10 1.700E-10 2.681E-10 5.218E-10 1.153E-09 2.480E-09
 5.262E-09 1.106E-08 2.605E-08 6.138E-08 1.458E-07 3.444E-07 7.837E-07 1.666E-06
 3.582E-06 7.020E-06 1.276E-05 2.180E-05 3.615E-05 6.113E-05 1.084E-04 1.977E-04
 3.548E-04 6.065E-04 9.790E-04 1.564E-03 2.862E-03 6.238E-03 1.356E-02 2.651E-02
 5.294E-02 1.724E-01 1.203E+00 6.531E+00 2.065E+01 4.321E+01 6.859E+01 9.184E+01
 1.165E+02 1.497E+02 1.691E+02 1.081E+02 3.592E+01 7.589E+00 1.237E+00 1.578E-01
 1.821E-02 2.038E-03 2.264E-04 2.353E-05 2.516E-06 2.828E-07 3.602E-08 5.042E-09
 8.122E-10 1.444E-10 2.689E-11 5.126E-12 9.564E-13 1.675E-13 2.705E-14 4.123E-15
 5.697E-16 7.451E-17 8.930E-18 1.044E-18 1.210E-19 1.364E-20 1.545E-21
NN   001  111       (1)CH2  
 1.610E-15 1.893E-14 6.653E-14 1.346E-13 2.967E-13 4.720E-13 6.550E-13 9.599E-13
 1.465E-12 2.429E-12 4.062E-12 6.515E-12 9.142E-12 1.133E-11 1.256E-11 1.369E-11
 1.485E-11 1.622E-11 1.817E-11 2.099E-11 2.530E-11 3.157E-11 3.909E-11 4.735E-11
 5.570E-11 6.432E-11 7.267E-11 8.142E-11 9.120E-11 1.016E-10 1.134E-10 1.268E-10
 1.427E-10 1.617E-10 1.956E-10 3.858E-10 5.452E-10 6.892E-10 8.201E-10 9.344E-10
 1.032E-09 1.113E-09 1.205E-09 1.325E-09 1.708E-09 2.549E-09 4.276E-09 7.118E-09
 1.172E-08 1.906E-08 3.305E-08 5.646E-08 9.609E-08 1.619E-07 2.671E-07 4.223E-07
 6.670E-07 9.831E-07 1.364E-06 1.803E-06 2.348E-06 3.165E-06 4.548E-06 6.826E-06
 1.024E-05 1.485E-05 2.056E-05 2.845E-05 4.536E-05 8.668E-05 1.653E-04 2.789E-04
 4.345E-04 8.655E-04 3.908E-03 1.676E-02 4.212E-02 6.728E-02 7.740E-02 7.085E-02
 5.407E-02 3.756E-02 2.541E-02 1.626E-02 8.637E-03 3.225E-03 7.468E-04 1.151E-04
 1.710E-05 2.737E-06 4.415E-07 6.538E-08 9.412E-09 1.313E-09 1.844E-10 2.459E-11
 3.226E-12 4.113E-13 5.059E-14 6.205E-15 7.567E-16 9.075E-17 1.071E-17 1.288E-18
 1.510E-19 1.798E-20 2.079E-21 2.427E-22 2.844E-23 3.244E-24 3.707E-25
NN   001  111       (3)CH2  
 2.798E-05 5.950E-04 3.972E-03 1.603E-02 7.355E-02 2.204E-01 5.033E-01 1.204E+00
 2.961E+00 7.158E+00 1.462E+01 2.344E+01 2.726E+01 2.513E+01 2.210E+01 1.884E+01
 1.586E+01 1.349E+01 1.189E+01 1.090E+01 1.064E+01 1.092E+01 1.135E+01 1.168E+01
 1.176E+01 1.168E+01 1.133E+01 1.092E+01 1.056E+01 1.019E+01 9.899E+00 9.688E+00
 9.606E+00 9.645E+00 9.881E+00 1.136E+01 1.181E+01 1.173E+01 1.136E+01 1.078E+01
 1.009E+01 9.421E+00 9.013E+00 8.978E+00 1.037E+01 1.459E+01 2.195E+01 3.151E+01
 4.334E+01 5.728E+01 7.536E+01 9.504E+01 1.171E+02 1.413E+02 1.650E+02 1.819E+02
 1.874E+02 1.758E+02 1.510E+02 1.190E+02 8.917E+01 6.719E+01 5.278E+01 4.269E+01
 3.413E+01 2.596E+01 1.798E+01 1.066E+01 6.015E+00 4.082E+00 3.259E+00 2.750E+00
 2.512E+00 3.554E+00 1.285E+01 4.304E+01 9.034E+01 1.349E+02 1.667E+02 1.914E+02
 2.308E+02 3.210E+02 4.392E+02 3.989E+02 2.256E+02 1.054E+02 3.254E+01 6.483E+00
 1.033E+00 1.441E-01 1.835E-02 2.056E-03 2.245E-04 2.470E-05 2.987E-06 3.867E-07
 5.650E-08 8.969E-09 1.471E-09 2.451E-10 3.970E-11 6.001E-12 8.325E-13 1.090E-13
 1.288E-14 1.441E-15 1.473E-16 1.468E-17 1.452E-18 1.394E-19 1.344E-20
NN   001  111       CH3     
 1.168E+01 4.147E+01 8.849E+01 1.197E+02 1.936E+02 2.385E+02 2.669E+02 3.048E+02
 3.440E+02 3.940E+02 4.509E+02 5.187E+02 6.035E+02 7.140E+02 8.086E+02 9.283E+02
 1.088E+03 1.316E+03 1.649E+03 2.192E+03 2.982E+03 4.143E+03 5.385E+03 6.684E+03
 7.898E+03 9.070E+03 9.913E+03 1.061E+04 1.134E+04 1.202E+04 1.277E+04 1.361E+04
 1.464E+04 1.586E+04 1.828E+04 3.356E+04 4.431E+04 5.201E+04 5.679E+04 5.809E+04
 5.651E+04 5.254E+04 4.845E+04 4.515E+04 4.257E+04 4.643E+04 5.776E+04 7.650E+04
 1.040E+05 1.413E+05 1.983E+05 2.725E+05 3.682E+05 4.888E+05 6.269E+05 7.648E+05
 8.952E+05 9.753E+05 1.002E+06 9.783E+05 9.206E+05 8.528E+05 7.914E+05 7.422E+05
 7.055E+05 6.768E+05 6.492E+05 6.119E+05 5.585E+05 5.142E+05 5.062E+05 5.290E+05
 5.956E+05 8.755E+05 2.136E+06 4.770E+06 7.647E+06 9.531E+06 9.962E+06 9.193E+06
 7.612E+06 5.895E+06 4.285E+06 2.619E+06 1.107E+06 2.746E+05 3.658E+04 2.568E+03
 1.579E+02 1.525E+01 1.974E+00 2.448E-01 2.890E-02 3.208E-03 3.511E-04 3.566E-05
 3.516E-06 3.329E-07 3.013E-08 2.710E-09 2.418E-10 2.116E-11 1.816E-12 1.593E-13
 1.358E-14 1.177E-15 9.885E-17 8.397E-18 7.176E-19 5.961E-20 4.983E-21
NN   001  111       CH4     
 2.932E+17 2.704E+17 2.489E+17 2.284E+17 2.087E+17 1.938E+17 1.832E+17 1.727E+17
 1.627E+17 1.530E+17 1.436E+17 1.347E+17 1.260E+17 1.176E+17 1.121E+17 1.069E+17
 1.018E+17 9.694E+16 9.201E+16 8.740E+16 8.276E+16 7.851E+16 7.409E+16 6.997E+16
 6.598E+16 6.224E+16 5.802E+16 5.373E+16 4.973E+16 4.589E+16 4.231E+16 3.900E+16
 3.594E+16 3.311E+16 3.051E+16 2.803E+16 2.565E+16 2.334E+16 2.107E+16 1.878E+16
 1.658E+16 1.447E+16 1.258E+16 1.091E+16 8.228E+15 5.904E+15 4.113E+15 2.930E+15
 2.119E+15 1.551E+15 1.088E+15 7.685E+14 5.453E+14 3.887E+14 2.792E+14 2.021E+14
 1.407E+14 9.814E+13 6.835E+13 4.748E+13 3.290E+13 2.273E+13 1.566E+13 1.074E+13
 7.339E+12 4.991E+12 3.376E+12 2.271E+12 1.517E+12 1.007E+12 6.632E+11 4.326E+11
 2.794E+11 1.776E+11 1.100E+11 6.556E+10 3.731E+10 2.025E+10 1.050E+10 5.212E+09
 2.257E+09 9.247E+08 3.561E+08 1.152E+08 3.087E+07 6.858E+06 1.293E+06 1.925E+05
 2.389E+04 2.600E+03 2.605E+02 2.278E+01 1.913E+00 1.548E-01 1.272E-02 9.900E-04
 7.643E-05 5.762E-06 4.209E-07 3.099E-08 2.289E-09 1.669E-10 1.201E-11 8.885E-13
 6.392E-14 4.694E-15 3.333E-16 2.397E-17 1.737E-18 1.220E-19 8.635E-21
NN   001  111       C2      
 5.332E-11 6.752E-10 2.437E-09 4.706E-09 1.041E-08 1.704E-08 2.382E-08 3.358E-08
 4.729E-08 6.700E-08 9.469E-08 1.363E-07 1.983E-07 2.893E-07 3.763E-07 4.948E-07
 6.587E-07 8.851E-07 1.188E-06 1.633E-06 2.239E-06 3.140E-06 4.319E-06 5.997E-06
 8.313E-06 1.154E-05 1.506E-05 1.906E-05 2.402E-05 2.977E-05 3.687E-05 4.546E-05
 5.608E-05 6.896E-05 9.365E-05 2.859E-04 5.040E-04 7.404E-04 9.748E-04 1.173E-03
 1.313E-03 1.368E-03 1.368E-03 1.328E-03 1.183E-03 1.046E-03 1.024E-03 1.092E-03
 1.240E-03 1.490E-03 1.944E-03 2.626E-03 3.681E-03 5.402E-03 8.415E-03 1.377E-02
 2.448E-02 4.258E-02 6.998E-02 1.073E-01 1.529E-01 2.050E-01 2.634E-01 3.266E-01
 3.947E-01 4.675E-01 5.461E-01 6.321E-01 7.224E-01 8.267E-01 9.337E-01 1.041E+00
 1.149E+00 1.240E+00 1.345E+00 1.525E+00 1.826E+00 2.099E+00 2.036E+00 1.568E+00
 8.787E-01 3.671E-01 1.157E-01 2.317E-02 2.828E-03 2.023E-04 1.188E-05 5.379E-07
 1.981E-08 6.339E-10 1.862E-11 4.585E-13 1.085E-14 2.466E-16 5.802E-18 1.266E-19
 2.745E-21 5.762E-23 1.156E-24 2.349E-26 4.793E-28 0.000E+00 0.000E+00 0.000E+00
