 Galileo Probe Jupiter data from 
 Seiff et al (1997, Science 276, 102-104) 
 "Thermal Structure of Jupiter's Upper 
 Atmosphere Derived from the Galileo Probe."

 384
 z[km]    p[hPa]     T[K]   rho[kg/m3]
   25.571 309.00     117.90 0.074120
   25.275 314.20     117.30 0.075750
   24.980 319.40     119.10 0.075800
   24.686 324.50     122.00 0.075240
   24.393 329.90     113.80 0.081990
   24.102 335.30     121.30 0.078150
   23.813 340.70     116.40 0.082770
   23.526 346.30     116.40 0.084110
   23.240 351.80     121.80 0.081670
   22.956 357.20     122.20 0.082650
   22.673 362.70     123.10 0.083330
