 Update of Table VIII* in
   Karkoschka E, 1994, Spectrophotometry of the Jovian Planets
    and Titan at 300-nm to 1000-nm Wavelength: the Methane
    Spectrum.  Icarus 111, 174-192.
 *NOTE: This file has entries with Wav < 430.4 deleted, to reduce CH4=.0000 entries
 Wav:     Wavelength in vacuum [nm]
 Wav_m:   Wavelength as measured [nm]
 CH4:     Cold temperature methane absorption coeff. [1/(km amagat)]
 Jup:     Full-disk albedo for Jupiter
 Sat:     Full-disk albedo for Saturn
 Ura:     Full-disk albedo for Uranus
 Nep:     Full-disk albedo for Neptune
 Tit:     Full-disk albedo for Titan
 No. rows: 1550
 Wav    Wav_m     CH4   Jup   Sat   Ura   Nep   Tit
 563.2  563.03   .0033 .5483 .5089 .5916 .5182 .2290
 563.6  563.43   .0036 .5469 .5083 .5895 .5152 .2292
 564.0  563.83   .0040 .5466 .5082 .5867 .5111 .2291
 564.4  564.23   .0045 .5485 .5098 .5821 .5059 .2298
 564.8  564.63   .0051 .5487 .5106 .5758 .4987 .2304
 565.2  565.03   .0057 .5470 .5094 .5682 .4905 .2303
 565.6  565.43   .0065 .5460 .5090 .5634 .4845 .2307
 566.0  565.83   .0076 .5461 .5094 .5575 .4767 .2310
 566.4  566.23   .0086 .5478 .5113 .5482 .4666 .2313
 566.8  566.63   .0095 .5478 .5116 .5381 .4568 .2316
 567.2  567.03   .0104 .5472 .5116 .5298 .4475 .2316
 567.6  567.43   .0116 .5462 .5112 .5201 .4374 .2318
 568.0  567.83   .0128 .5441 .5102 .5125 .4292 .2319
 568.4  568.23   .0138 .5430 .5103 .5084 .4248 .2320
 568.8  568.63   .0143 .5432 .5112 .5065 .4225 .2326
 569.2  569.03   .0150 .5437 .5115 .5012 .4177 .2327
 569.6  569.43   .0161 .5441 .5120 .4940 .4100 .2332
 570.0  569.83   .0174 .5431 .5118 .4866 .4018 .2333
 570.4  570.23   .0187 .5428 .5113 .4809 .3959 .2330
 570.8  570.63   .0201 .5441 .5113 .4775 .3928 .2338
 571.2  571.03   .0216 .5452 .5128 .4737 .3874 .2345
 571.6  571.43   .0229 .5458 .5139 .4641 .3783 .2343
 572.0  571.83   .0241 .5445 .5134 .4569 .3717 .2341
 572.4  572.23   .0255 .5430 .5125 .4509 .3659 .2343
 572.8  572.63   .0271 .5423 .5120 .4446 .3592 .2344
 573.2  573.03   .0301 .5416 .5117 .4351 .3489 .2341
 573.6  573.43   .0338 .5411 .5113 .4235 .3379 .2338
 574.0  573.83   .0374 .5405 .5108 .4130 .3282 .2338
