   15
   p(mbar)        fp             T(K)         sigma_fp     sigma_T
   0.10112E+03    0.78720E+00    0.52076E+02  0.45764E-02  0.50518E+00
   0.11868E+03    0.79063E+00    0.52545E+02  0.58217E-02  0.49590E+00
   0.13928E+03    0.79176E+00    0.53111E+02  0.74516E-02  0.48839E+00
   0.16347E+03    0.79323E+00    0.53593E+02  0.95226E-02  0.47908E+00
   0.19186E+03    0.79378E+00    0.54087E+02  0.12049E-01  0.46333E+00
   0.22518E+03    0.79160E+00    0.54722E+02  0.14984E-01  0.43721E+00
   0.26429E+03    0.78562E+00    0.55639E+02  0.18196E-01  0.39855E+00
   0.31018E+03    0.77495E+00    0.56790E+02  0.21444E-01  0.34805E+00
   0.36405E+03    0.75643E+00    0.58754E+02  0.24372E-01  0.29145E+00
   0.42727E+03    0.73372E+00    0.60974E+02  0.26550E-01  0.24208E+00
   0.50147E+03    0.71227E+00    0.62758E+02  0.27573E-01  0.21849E+00
   0.58855E+03    0.68227E+00    0.65211E+02  0.27171E-01  0.22693E+00
   0.69076E+03    0.64608E+00    0.68121E+02  0.25310E-01  0.24963E+00
   0.81072E+03    0.60936E+00    0.71066E+02  0.22217E-01  0.26491E+00
   0.95151E+03    0.57661E+00    0.73656E+02  0.18331E-01  0.26162E+00

   0.21667E+01    0.33055E+00    0.12010E+03  0.30118E-02  0.18968E-01
   0.25430E+01    0.33974E+00    0.11500E+03  0.37294E-02  0.25724E-01
   0.29846E+01    0.35285E+00    0.10990E+03  0.43457E-02  0.33404E-01
   0.35029E+01    0.37401E+00    0.10318E+03  0.47915E-02  0.41832E-01
   0.41112E+01    0.40377E+00    0.95100E+02  0.50281E-02  0.50887E-01
   0.48252E+01    0.43174E+00    0.89126E+02  0.50536E-02  0.60581E-01
   0.56631E+01    0.47681E+00    0.81828E+02  0.48996E-02  0.71114E-01
   0.66466E+01    0.53131E+00    0.72454E+02  0.46202E-02  0.82924E-01
   0.78008E+01    0.56721E+00    0.68998E+02  0.42770E-02  0.96687E-01
   0.91555E+01    0.60274E+00    0.65184E+02  0.39251E-02  0.11327E+00
   0.10745E+02    0.64096E+00    0.60945E+02  0.36021E-02  0.13365E+00
   0.12612E+02    0.66078E+00    0.59431E+02  0.33237E-02  0.15875E+00
   0.14802E+02    0.67754E+00    0.57920E+02  0.30850E-02  0.18930E+00
   0.17372E+02    0.69185E+00    0.56653E+02  0.28671E-02  0.22567E+00
   0.20389E+02    0.70406E+00    0.55639E+02  0.26468E-02  0.26764E+00
   0.23930E+02    0.71584E+00    0.54683E+02  0.24082E-02  0.31422E+00
   0.28085E+02    0.72768E+00    0.53771E+02  0.21536E-02  0.36344E+00
   0.32963E+02    0.73906E+00    0.52956E+02  0.19144E-02  0.41228E+00
   0.38687E+02    0.74722E+00    0.52479E+02  0.17561E-02  0.45683E+00
   0.45405E+02    0.75605E+00    0.52014E+02  0.17603E-02  0.49286E+00
   0.53291E+02    0.76515E+00    0.51532E+02  0.19690E-02  0.51684E+00
   0.62545E+02    0.76888E+00    0.51815E+02  0.23630E-02  0.52724E+00
   0.73407E+02    0.77434E+00    0.51887E+02  0.29148E-02  0.52559E+00
   0.86154E+02    0.78144E+00    0.51886E+02  0.36345E-02  0.51634E+00

   0.11167E+04    0.54269E+00    0.76476E+02  0.14184E-01  0.23858E+00
   0.13107E+04    0.50636E+00    0.80496E+02  0.10272E-01  0.20091E+00
   0.15383E+04    0.47316E+00    0.84629E+02  0.69483E-02  0.15644E+00
   0.18054E+04    0.44187E+00    0.89396E+02  0.43809E-02  0.11274E+00
   0.21190E+04    0.41406E+00    0.94481E+02  0.25695E-02  0.75211E-01
   0.24869E+04    0.38897E+00    0.10016E+03  0.13993E-02  0.46419E-01
   0.29188E+04    0.36784E+00    0.10592E+03  0.70609E-03  0.26478E-01
   0.34257E+04    0.35017E+00    0.11172E+03  0.32958E-03  0.13941E-01
   0.40206E+04    0.33592E+00    0.11751E+03  0.14206E-03  0.67647E-02
   0.47189E+04    0.33574E+00    0.12332E+03  0.56461E-04  0.30211E-02
   0.55383E+04    0.33566E+00    0.12913E+03  0.20662E-04  0.12401E-02
